"Name","ID","node.degree","node.betw","node.stress","node.evcent","Clustering.Coefficient","No.module","Zi","Pi","Phylum","Class","Order","Family","Genus","Species"
"Zotu10464",429,1,0,0,3.42e-79,0,190,0,0,"Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Oligoflexus","uncultured delta proteobacterium"
"Zotu1047",984,1,0,0,9.85e-62,0,101,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter",NA
"Zotu105",52,1,0,0,3.42e-79,0,253,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"Zotu1051",541,2,0,0,2.84e-44,1,99,0,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"Zotu1053",512,2,9,9,1.52e-31,0,6,-0.163299316,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","uncultured prokaryote"
"Zotu1054",128,1,0,0,9.85e-62,0,142,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu10558",824,1,0,0,3.42e-79,0,166,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured Sphingobacteriia bacterium"
"Zotu106",666,1,0,0,1.28e-25,0,15,-1.739252713,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales",NA,NA,NA
"Zotu1061",938,2,1,1,9.85e-62,0,136,0,0,"Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella",NA
"Zotu1062",944,1,0,0,9.85e-62,0,135,0,0,"Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Punica granatum (pomegranate)"
"Zotu1065",138,1,0,0,3.42e-79,0,278,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"Zotu1067",507,2,1,1,9.85e-62,0,104,0,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","bacterium Ellin517",NA
"Zotu107",131,1,0,0,3.42e-79,0,304,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1070",226,2,0,0,2.84e-44,1,92,0,0,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",NA
"Zotu1071",929,1,0,0,3.42e-79,0,168,0,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Lysobacter pocheonensis"
"Zotu1074",1039,1,0,0,3.42e-79,0,309,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured Blastocatella sp."
"Zotu1075",902,3,1,2,2.52e-26,0.333333333,50,0.5,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured Haliscomenobacter sp."
"Zotu1077",808,2,8,10,3e-30,0,13,-0.40824829,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"Zotu108",112,2,3,8,0.027074781,0,0,-0.696310624,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
"Zotu1083",592,1,0,0,3.42e-79,0,264,0,0,"Acidobacteria","Subgroup 6","uncultured beta proteobacterium",NA,NA,NA
"Zotu10851",442,3,0,0,4.41e-14,1,39,-1.224744871,0,"Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"Zotu1086",933,2,3,3,1.61e-51,0,36,0.816496581,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",NA
"Zotu1088",1081,2,0,0,3.98e-39,1,26,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"Zotu1091",655,1,0,0,3.42e-79,0,223,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
"Zotu1095",916,2,14,14,9.36e-29,0,7,-0.229415734,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",NA
"Zotu1096",502,1,0,0,3.42e-79,0,265,0,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured Pedosphaera sp.",NA
"Zotu11",263,2,0,0,2.68e-36,1,40,0,0,"Firmicutes","Bacilli",NA,NA,NA,NA
"Zotu110",181,2,33,33,2.84e-41,0,4,0.215665546,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"Zotu1100",136,1,0,0,3.42e-79,0,283,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1102",407,2,1,1,9.85e-62,0,138,0,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexaceae bacterium"
"Zotu1114",968,1,0,0,9.85e-62,0,138,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"Zotu11166",1020,1,0,0,9.85e-62,0,103,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae",NA,NA
"Zotu1119",667,1,0,0,3.42e-79,0,283,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu112",1077,4,86,122,7.2e-19,0.166666667,1,1.321315476,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
"Zotu11348",428,1,0,0,4.32e-55,0,51,-1,0,"Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","Bacteriovorax sp. EPC3"
"Zotu1135",947,2,0,0,2.84e-44,1,77,0,0,"Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",NA
"Zotu114",176,1,0,0,9.85e-62,0,105,0,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"Zotu1141",229,2,0,0,5.45e-26,1,49,-0.632455532,0,"Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae",NA,NA
"Zotu1143",224,1,0,0,3.42e-79,0,308,0,0,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"Zotu1144",44,1,0,0,2.11e-24,0,10,-1.257237114,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3",NA,NA
"Zotu1145",662,1,0,0,3.42e-79,0,221,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured eubacterium WD283",NA
"Zotu1146",396,1,0,0,3.42e-79,0,172,0,0,"Chloroflexi","KD4-96",NA,NA,NA,NA
"Zotu115",665,2,0,0,2.84e-44,1,86,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured soil bacterium",NA
"Zotu1156",864,1,0,0,9.85e-62,0,109,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu1157",479,1,0,0,9.85e-62,0,109,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonadaceae bacterium LWQ133"
"Zotu1159",22,1,0,0,2.55e-46,0,25,-0.894427191,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"Zotu1160",627,2,1,1,9.85e-62,0,114,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured eubacterium WD283",NA
"Zotu1162",675,1,0,0,3.42e-79,0,280,0,0,"Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured",NA
"Zotu1163",279,4,2.333333333,9,2e-10,0.833333333,38,0.581238194,0,"Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
"Zotu11633",51,2,64,92,1.59e-29,0,2,-0.173748897,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"Zotu1168",979,1,0,0,3.42e-79,0,274,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505"
"Zotu1170",360,2,1,1,9.85e-62,0,117,0,0,"Chloroflexi",NA,NA,NA,NA,NA
"Zotu1171",816,2,2,2,7e-55,0,47,1,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu1172",622,1,0,0,3.42e-79,0,237,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1173",719,2,0,0,2.84e-44,1,79,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"Zotu1175",365,1,0,0,3.42e-79,0,223,0,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured bacterium",NA
"Zotu1177",298,1,0,0,3.42e-79,0,249,0,0,"Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
"Zotu118",636,3,38,53,4.05e-30,0,3,0.943879807,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Planctomycetales bacterium Ellin7224",NA
"Zotu1185",150,1,0,0,1.37e-38,0,8,-0.795495129,0,"Armatimonadetes","Chthonomonadetes","Chthonomonadales",NA,NA,NA
"Zotu1186",94,1,0,0,9.85e-62,0,140,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1187",531,1,0,0,2.13e-44,0,17,-0.811107106,0,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","Roseimicrobium gellanilyticum"
"Zotu119",89,2,0,0,2.68e-36,1,40,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1192",869,2,0,0,3.98e-39,1,28,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"Zotu1198",467,1,0,0,3.42e-79,0,174,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA
"Zotu1199",891,1,0,0,1.24e-39,0,24,-1.58113883,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"Zotu1201",297,2,6,6,1.93e-49,0,32,0.707106781,0,"Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured Epsilonproteobacteria bacterium",NA,NA
"Zotu1202",492,2,0,0,2.68e-36,1,41,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured proteobacterium"
"Zotu1205",712,3,3,4,2.94e-30,0.333333333,65,0.75,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"Zotu1206",764,3,81.5,181,0.065344562,0,0,-0.087038828,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
"Zotu1207",536,1,0,0,3.42e-79,0,286,0,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"Zotu1209",321,1,0,0,3.42e-79,0,235,0,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 12","Clostridium sp. TB14"
"Zotu1211",194,2,0,0,2.84e-44,1,92,0,0,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA
"Zotu1212",580,2,0,0,2.84e-44,1,87,0,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu1213",561,1,0,0,3.42e-79,0,269,0,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","LD29","bacterium enrichment culture clone heteroC45_4W"
"Zotu1214",488,2,16,30,2.22e-32,0,9,-0.254000254,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured bacterium #0319-7E19"
"Zotu1216",327,1,0,0,9.85e-62,0,129,0,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 10","Clostridium sp. PPf35E10"
"Zotu1223",644,2,1,1,9.85e-62,0,128,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1226",251,1,0,0,2.08e-29,0,53,-1.414213562,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1227",375,2,0,0,1.39e-34,1,12,0,0,"Chloroflexi","Anaerolineae","SBR1031","uncultured Gemmatimonadetes bacterium",NA,NA
"Zotu123",1060,2,2,2,7e-55,0,56,1,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"Zotu1234",464,2,2,2,7e-55,0,56,1,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Gemmatimonas sp. WX54"
"Zotu1236",485,3,1,2,1.08e-27,0.666666667,7,0.917662935,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"Zotu1238",748,3,64,144,0.015988102,0.333333333,0,-0.087038828,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
"Zotu1239",980,1,0,0,3.42e-79,0,150,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505"
"Zotu124",1053,1,0,0,9.85e-62,0,144,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"Zotu1240",81,1,0,0,1.61e-51,0,71,-0.577350269,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Caulobacter sp."
"Zotu1241",190,1,0,0,3.42e-79,0,185,0,0,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA
"Zotu1243",778,1,0,0,3.42e-79,0,271,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"Zotu1244",12,1,0,0,3.42e-79,0,207,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA
"Zotu1245",545,2,4,4,1.19e-35,0,19,0,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"Zotu1247",389,2,0,0,9.21e-30,1,2,-0.173748897,0,"Chloroflexi","Ktedonobacteria","C0119","uncultured candidate division SAM bacterium",NA,NA
"Zotu125",300,2,0,0,5.19e-31,1,6,-0.163299316,0,"Cyanobacteria","Oxyphotobacteria","Nostocales",NA,NA,NA
"Zotu1251",1054,3,5,8,7.39e-26,0.333333333,49,0.474341649,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"Zotu1253",222,1,0,0,3.42e-79,0,162,0,0,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides sp. HSD06"
"Zotu1257",539,1,0,0,3.42e-79,0,285,0,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"Zotu12584",1069,1,0,0,3.42e-79,0,291,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
"Zotu126",565,1,0,0,1.51e-29,0,16,-1.45999279,0,"Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured soil bacterium"
"Zotu1260",369,3,8,12,9.68e-29,0.333333333,16,0.811107106,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured sludge bacterium S14",NA
"Zotu1264",991,4,21,22,1.22e-27,0.333333333,7,2.064741605,0,"Acidobacteria","Subgroup 5",NA,NA,NA,NA
"Zotu1269",19,1,0,0,3.42e-79,0,245,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",NA
"Zotu1271",484,1,0,0,1.61e-51,0,76,-0.577350269,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","bacterium Ellin5220"
"Zotu1273",233,2,0,0,7.19e-32,1,69,-1,0,"Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","uncultured Conexibacteraceae bacterium"
"Zotu1276",397,1,0,0,3.42e-79,0,230,0,0,"Chloroflexi","KD4-96",NA,NA,NA,NA
"Zotu1278",755,1,0,0,3.42e-79,0,244,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
"Zotu1279",235,1,0,0,3.42e-79,0,154,0,0,"Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured Gaiella sp.",NA
"Zotu128",98,1,0,0,3.42e-79,0,178,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ID0634"
"Zotu1284",26,1,0,0,3.42e-79,0,180,0,0,"Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","bacterium Ellin346"
"Zotu1287",253,2,0,0,7.19e-32,1,68,-1,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","bacterium BAB-2943"
"Zotu1288",208,2,0,0,2.84e-44,1,77,0,0,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"Zotu129",858,1,0,0,3.42e-79,0,238,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Filimonas",NA
"Zotu1290",642,1,0,0,2.01e-40,0,84,-1.414213562,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1298",103,1,0,0,4.98e-36,0,19,-1,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. Z2-YC6855"
"Zotu1299",1028,2,75,110,3.3e-29,0,2,-0.173748897,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","Tellurimicrobium","Ambiguous_taxa"
"Zotu13",110,3,17,50,0.004910658,0.666666667,0,-0.087038828,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
"Zotu130",115,3,30,78,1.77e-18,0.333333333,1,0.402139493,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1305",511,2,0,0,2.84e-44,1,87,0,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured Prosthecobacter sp.",NA
"Zotu1306",734,3,3,3,1.61e-51,0,71,1.732050808,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",NA
"Zotu1319",228,1,0,0,3.42e-79,0,169,0,0,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"Zotu132",958,1,0,0,9.85e-62,0,112,0,0,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Zotu133",16,1,0,0,8.33e-33,0,9,-1.651001651,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",NA
"Zotu1331",976,1,0,0,3.42e-79,0,149,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","uncultured organism"
"Zotu1336",602,5,105.6666667,247,0.264145659,0.1,0,1.131504764,0,"Acidobacteria","Holophagae","Subgroup 7","uncultured Desulfovirga sp.",NA,NA
"Zotu1338",329,2,0,0,1.8e-33,1,5,-0.2,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1",NA,NA
"Zotu134",1005,2,50,75,1.65e-29,0,3,-0.134839972,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Granulicella sp."
"Zotu1341",943,1,0,0,3.42e-79,0,292,0,0,"Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",NA
"Zotu135",1055,1,0,0,1.89e-44,0,22,-0.707106781,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"Zotu1351",29,1,0,0,3.42e-79,0,224,0,0,"Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"Zotu1353",988,2,0,0,2.84e-44,1,95,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin7504"
"Zotu13596",59,2,2,2,7e-55,0,42,1,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"Zotu136",9,1,0,0,3.42e-79,0,289,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"Zotu1367",453,2,2,2,7e-55,0,55,1,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","uncultured Sorangiineae bacterium",NA
"Zotu137",41,1,0,0,9.85e-62,0,123,0,0,"Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia","Azospirillum sp. T2-YC6788"
"Zotu1373",326,1,0,0,5.67e-39,0,8,-0.795495129,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1",NA,NA
"Zotu1374",145,1,0,0,1.6e-41,0,4,-1.401826052,0,"FBP","metagenome",NA,NA,NA,NA
"Zotu1377",885,1,0,0,3.42e-79,0,197,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu13778",108,2,8,12,5.74e-25,0,10,-0.359210604,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1378",842,2,7,18,6.78e-11,0,38,-0.697485832,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Flavisolibacter sp. LCS15"
"Zotu1379",87,1,0,0,3.42e-79,0,246,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"Zotu138",395,3,0.5,1,9.21e-32,0.666666667,69,1,0,"Chloroflexi","KD4-96",NA,NA,NA,NA
"Zotu13857",25,1,0,0,4.32e-55,0,61,-1,0,"Firmicutes","Bacilli","Bacillales",NA,NA,NA
"Zotu1391",981,1,0,0,3.42e-79,0,147,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505"
"Zotu1393",1009,1,0,0,9.85e-62,0,115,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured",NA,NA
"Zotu1395",125,1,0,0,3.42e-79,0,152,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
"Zotu14",249,1,0,0,9.85e-62,0,102,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1402",163,2,21,21,1.74e-38,0,8,0.176776695,0,"Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA,NA
"Zotu1403",773,2,0,0,2.84e-44,1,90,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Cupriavidus",NA
"Zotu1408",931,2,5,5,1.5e-37,0,14,0,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"Zotu1412",314,2,0,0,1.8e-33,1,5,-0.2,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1",NA,NA
