"Name","ID","node.degree","node.betw","node.stress","node.evcent","Clustering.Coefficient","No.module","Zi","Pi","Phylum","Class","Order","Family","Genus","Species"
"Zotu1043",965,3,1701,4780,5.36e-23,0.333,7,0.113915297,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","mle1-7","uncultured Burkholderiales bacterium"
"Zotu1045",549,1,0,0,0,0,170,0,0,"Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"Zotu1046",573,1,0,0,2.25e-145,0,27,-1.124297533,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"Zotu1048",785,3,122.2293924,1492,4.03e-11,0.667,0,0.245145169,0,"Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","uncultured planctomycete"
"Zotu1050",932,3,2825,5970,5.32e-23,0.333,7,0.113915297,0,"Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula","uncultured Firmicutes bacterium"
"Zotu1053",641,2,20,20,6.48e-195,0,36,0.267261242,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","uncultured prokaryote"
"Zotu10558",1074,2,4,4,5.46e-229,0,53,0.816496581,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured Sphingobacteriia bacterium"
"Zotu1059",827,2,569,1198,5.41e-25,0,7,-0.71603901,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu106",864,1,0,0,1.66e-14,0,12,-1.396907782,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales",NA,NA,NA
"Zotu1060",1385,3,1703,11882,3.03e-29,0,20,0.816496581,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia",NA
"Zotu10611",1025,3,3393,20949,4.29e-16,0,12,0.514650235,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"Zotu1065",108,1,0,0,0,0,135,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"Zotu1066",981,2,0,0,9e-25,1,18,-0.490511472,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
"Zotu10685",478,3,8383.917471,77517,1.4e-12,0.333,0,0.245145169,0,"Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured",NA
"Zotu107",106,1,0,0,1.89e-203,0,34,-1.333333333,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1072",1055,2,410.6333333,3506,4.92e-21,0,1,-0.493614042,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu1074",1323,1,0,0,0,0,186,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured Blastocatella sp."
"Zotu1077",1058,3,24,24,1.8e-188,0,33,1.603567451,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"Zotu1078",524,1,0,0,0,0,183,0,0,NA,NA,NA,NA,NA,NA
"Zotu108",91,2,1136,2958,3.88e-16,0,0,-0.555662383,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
"Zotu1082",988,1,0,0,0,0,112,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","uncultured Acidobacteria bacterium",NA
"Zotu1083",743,1,0,0,6.44e-243,0,61,-1,0,"Acidobacteria","Subgroup 6","uncultured beta proteobacterium",NA,NA,NA
"Zotu1086",1175,2,520,1072,6.41e-97,0,10,-0.26432744,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",NA
"Zotu1087",1247,2,569,3068,1.2e-19,0,1,-0.493614042,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Granulicella sp."
"Zotu1088",1406,4,61240.30681,338158,2.44e-12,0.166666667,11,-1.071462317,0.625,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"Zotu109",684,2,569,1744,3.05e-27,0,18,-0.490511472,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"Zotu1090",545,2,8,8,4.67e-216,0,39,0.632455532,0,"Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"Zotu1091",846,2,0,0,8.24e-180,1,50,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
"Zotu1094",967,2,34,47,8.46e-126,0,22,-0.22153951,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","mle1-7","uncultured Burkholderiales bacterium"
"Zotu1097",1246,2,0,0,2.97e-200,1,78,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","uncultured delta proteobacterium",NA
"Zotu1098",495,1,0,0,3.87e-184,0,86,-1.414213562,0,"Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured anaerobic ammonium-oxidizing bacterium",NA
"Zotu1099",512,1,0,0,9.45e-22,0,15,-1.193242693,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix",NA
"Zotu11022",351,3,34,76,5.27e-127,0.333,4,0.743160536,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu11025",1030,2,55.5,101,9.51e-126,0,4,-0.34299717,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"Zotu1104",627,1,0,0,8.61e-270,0,93,0,0,"Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae",NA,NA
"Zotu1105",110,2,72,86,9.63e-99,0,10,-0.26432744,0,"Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"Zotu1108",724,3,8,8,4.49e-207,0,52,1.788854382,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu111",398,2,6,6,1.3e-205,0,38,0.377964473,0,"Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria Incertae Sedis","Unknown Family","EcFYyy-200",NA
"Zotu1113",384,2,4,4,1.68e-165,0,43,0,0,"Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured Epsilonproteobacteria bacterium",NA,NA
"Zotu1115",548,1,0,0,0,0,171,0,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","bacteriap25","uncultured Myxococcales bacterium",NA
"Zotu1119",866,1,0,0,8.61e-270,0,108,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu112",1390,2,14,14,1.89e-203,0,34,0.333333333,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
"Zotu113",1368,5,1874.250315,23301,5.15e-13,0.7,11,0.773833895,0,"Acidobacteria","Blastocatellia (Subgroup 4)","44889","uncultivated soil bacterium clone S111",NA,NA
"Zotu1130",1076,5,8158.666667,59164,2.17e-13,0.2,12,2.426208253,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter",NA
"Zotu1131",257,1,0,0,2.82e-26,0,14,-1.287752775,0,"Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus",NA
"Zotu1136",269,3,279,359,7.53e-77,0,6,0.46736499,0,"Firmicutes","Bacilli","Bacillales",NA,NA,NA
"Zotu11360",315,1,0,0,0,0,141,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1138",1192,2,32,37,9.46e-78,0,6,-0.525785614,0,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
"Zotu1140",546,2,0,0,3e-16,1,19,-0.433263506,0,"Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"Zotu11406",327,1,0,0,0,0,136,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured compost bacterium 5-33"
"Zotu1144",55,2,90,105,3.03e-77,0,6,-0.525785614,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3",NA,NA
"Zotu1145",857,4,567.5,2999,6.74e-22,0.5,1,1.234035105,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured eubacterium WD283",NA
"Zotu1148",252,2,96.375,433,1.13e-25,0,14,-0.391924758,0,"Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus","uncultured Alicyclobacillus sp."
"Zotu115",861,2,3941,12166,1.34e-24,0,18,-0.490511472,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured soil bacterium",NA
"Zotu1150",466,2,80,96,1.4e-114,0,23,-0.199501867,0,"Chloroflexi","Anaerolineae","SBR1031","uncultured Gemmatimonadetes bacterium",NA,NA
"Zotu11516",359,3,2264.5,52777,4.36e-27,0,9,0.649933684,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1152",643,2,1136,6988,8.65e-17,0,12,-0.441128773,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured subdivision 3 bacterium",NA
"Zotu1153",58,1,0,0,0,0,156,0,0,"Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
"Zotu1154",964,2,0,0,1.47e-15,1,8,-0.218543346,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","mle1-7","uncultured Burkholderiales bacterium"
"Zotu1157",606,2,0.5,1,2.97e-200,0,76,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonadaceae bacterium LWQ133"
"Zotu116",1293,2,48.46666667,550,2.21e-21,0,1,-0.493614042,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured","uncultivated soil bacterium clone C105"
"Zotu1160",800,1,0,0,6.44e-243,0,57,-1,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured eubacterium WD283",NA
"Zotu1161",966,2,0,0,2.13e-145,1,27,-0.149906338,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","mle1-7","uncultured Burkholderiales bacterium"
"Zotu1164",570,4,4503.5,85735,5.13e-26,0,9,1.671258044,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter","uncultured Haliscomenobacter sp."
"Zotu1165",1221,1,0,0,8.63e-07,0,5,-1.100279416,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505"
"Zotu1166",1201,3,72,141,1.48e-98,0.333333333,10,0.892105111,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","uncultured proteobacterium"
"Zotu1167",3,3,2,2,8.39e-184,0.333,74,1.414213562,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","uncultured Caulobacterales bacterium"
"Zotu11673",808,1,0,0,8.61e-270,0,98,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1170",408,1,0,0,7.06e-166,0,43,-1,0,"Chloroflexi",NA,NA,NA,NA,NA
"Zotu11744",289,6,1131.5,3482,3.6e-24,0.467,18,2.207301622,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1175",436,2,0,0,2.97e-200,1,81,0,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured bacterium",NA
"Zotu1176",968,3,2530.092323,10393,2.19e-11,0.333,13,-0.346501875,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1","uncultured Nitrosomonadales bacterium"
"Zotu118",822,2,39167.62885,308931,4.1e-16,0,19,-1.420141491,0.5,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Planctomycetales bacterium Ellin7224",NA
"Zotu1185",123,4,47827.71933,341628,2.69e-11,0,19,0.553614479,0.375,"Armatimonadetes","Chthonomonadetes","Chthonomonadales",NA,NA,NA
"Zotu1186",76,3,0,0,7.52e-15,1,12,0.514650235,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1189",783,2,1701,4101,1.32e-13,0,11,-1.071462317,0,"Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","uncultured planctomycete"
"Zotu1190",793,4,6444.235725,30989,3.3e-12,0.167,2,1.272958716,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
"Zotu1192",1106,2,990,1728,1.66e-95,0,3,-0.533578375,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"Zotu1193",751,3,62,72,3.43e-80,0.333,6,0.46736499,0,"Acidobacteria","Subgroup 17",NA,NA,NA,NA
"Zotu1194",564,1,0,0,0,0,167,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter","uncultured Haliscomenobacter sp."
"Zotu1195",892,2,0,0,1.31e-15,1,8,-0.218543346,0,NA,NA,NA,NA,NA,NA
"Zotu1198",591,1,0,0,0,0,156,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA
"Zotu1199",1137,3,183.8333333,1738,1.4e-13,0.666666667,12,0.514650235,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"Zotu12",14,2,1701,4845,5.83e-15,0,19,-0.433263506,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer",NA
"Zotu1200",1155,3,241.9142218,2349,2.17e-10,0.666666667,13,-0.346501875,0,"Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767","uncultured Bacteroidetes bacterium",NA
"Zotu1201",385,2,4,4,5.46e-229,0,54,0.816496581,0,"Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured Epsilonproteobacteria bacterium",NA,NA
"Zotu1207",686,3,1540,2294,9.74e-96,0,10,0.892105111,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"Zotu121",796,2,2825,10479,1.04e-20,0,1,-0.493614042,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1212",731,4,183.5,211,4.51e-125,0.167,4,1.829318242,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu12185",998,1,0,0,2.2e-17,0,24,-1.322875656,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"Zotu1219",397,1,0,0,0,0,152,0,0,"Cyanobacteria","Oxyphotobacteria","Leptolyngbyales","Leptolyngbyaceae","YB-42","uncultured bacterium"
"Zotu1220",831,3,16,16,2.69e-172,0.333,30,1.354006401,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
"Zotu1222",406,2,11,23,4.57e-125,0,22,-0.22153951,0,"Chloroflexi","TK10",NA,NA,NA,NA
"Zotu1224",475,2,10,10,2.34e-205,0,38,0.377964473,0,"Chloroflexi","Anaerolineae","SBR1031","uncultured Gemmatimonadetes bacterium",NA,NA
"Zotu1226",288,4,60,106,0.036543516,0.167,5,0.526894368,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1227",469,3,569,3466,1.46e-25,0.333,14,0.50390326,0,"Chloroflexi","Anaerolineae","SBR1031","uncultured Gemmatimonadetes bacterium",NA,NA
"Zotu1228",362,1,0,0,0,0,128,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1229",392,3,133,154,2.72e-125,0,4,0.743160536,0,NA,NA,NA,NA,NA,NA
"Zotu123",1352,2,276,332,2.74e-98,0,10,-0.26432744,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"Zotu1233",62,2,569,3495,1.74e-17,0,12,-0.441128773,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"Zotu1234",585,1,0,0,0,0,165,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Gemmatimonas sp. WX54"
"Zotu1236",616,1,0,0,4.1e-229,0,70,-0.577350269,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"Zotu1237",396,1,0,0,3.94e-126,0,22,-1.218467306,0,"Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae",NA,NA
"Zotu1238",983,1,0,0,0,0,126,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
"Zotu124",1342,5,40,87,2.14e-37,0.1,17,1.195228609,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"Zotu1240",70,1,0,0,2.91e-126,0,22,-1.218467306,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Caulobacter sp."
"Zotu1242",437,1,0,0,1.09e-22,0,14,-1.287752775,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured bacterium",NA
"Zotu12432",295,4,288.5,367,4.82e-125,0.167,4,1.829318242,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1245",693,2,2,2,1.04e-242,0,57,1,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"Zotu1251",1343,2,0,0,2.93e-17,1,24,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"Zotu1254",1286,2,0,0,3.6e-141,1,68,-0.39223227,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","uncultured bacterium DA038",NA
"Zotu1255",640,1,0,0,0,0,157,0,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","uncultured prokaryote"
"Zotu12555",207,3,98,140,2.02e-125,0,22,0.775388286,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1259",126,6,8597.253864,53127,1.54e-12,0.4,11,1.388932633,0,"Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","uncultured bacterium SBR1039",NA
"Zotu126",706,3,5049,40250,3.24e-22,0.333,9,0.649933684,0,"Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured soil bacterium"
"Zotu1264",1228,1,0,0,1.18e-18,0,24,-1.322875656,0,"Acidobacteria","Subgroup 5",NA,NA,NA,NA
"Zotu1269",20,2,0,0,1.96e-10,1,13,-0.873787338,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",NA
"Zotu1271",615,1,0,0,8.61e-270,0,98,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","bacterium Ellin5220"
"Zotu12737",171,2,1,1,8.61e-270,0,92,0,0,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"Zotu12744",1077,1,0,0,1.64e-207,0,52,-0.894427191,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu1276",507,3,1701.5,17249,5.94e-27,0,7,0.113915297,0,"Chloroflexi","KD4-96",NA,NA,NA,NA
"Zotu12772",1310,2,0.5,1,2.97e-200,0,76,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured","uncultured Acidobacteriales bacterium"
"Zotu1279",187,2,0,0,2.34e-11,1,19,-0.433263506,0,"Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured Gaiella sp.",NA
"Zotu128",80,3,932.1666667,1568,6.5e-95,0.333,3,0.412310563,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ID0634"
"Zotu12804",933,1,0,0,3.87e-184,0,73,-1.414213562,0,"Planctomycetes","Pla3 lineage","uncultured soil bacterium PBS-II-37",NA,NA,NA
"Zotu1283",484,2,40047.32885,311237,4.97e-14,0,19,-0.433263506,0,"Elusimicrobia","Lineage IIb","uncultured soil bacterium",NA,NA,NA
"Zotu1284",34,1,0,0,0,0,174,0,0,"Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","bacterium Ellin346"
"Zotu12853",364,2,0,0,2.91e-40,1,17,-0.597614305,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1287",310,2,44874.43718,332804,5.42e-12,0,19,-0.433263506,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","bacterium BAB-2943"
"Zotu1290",828,1,0,0,1.13e-13,0,11,-1.686561054,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1291",697,1,0,0,0,0,187,0,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured Spartobacteria bacterium"
"Zotu1293",760,2,0,0,8.24e-180,1,49,0,0,"Acidobacteria","Holophagae","Subgroup 7",NA,NA,NA
"Zotu1297",1318,2,0,0,1.38e-16,1,26,-0.832050294,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"Zotu1298",85,3,569,1413,1.16e-14,0.333,21,0.060633906,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. Z2-YC6855"
"Zotu1299",1308,5,8354,71354,2.74e-23,0.5,7,1.773823912,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","Tellurimicrobium","Ambiguous_taxa"
"Zotu13",89,1,0,0,8.34e-160,0,28,-1.459600898,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
"Zotu130",94,3,2,2,8.39e-184,0.333,75,1.414213562,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1301",130,1,0,0,0,0,186,0,0,"Armatimonadetes","Fimbriimonadia","Fimbriimonadales",NA,NA,NA
"Zotu1303",694,2,4,4,1.99e-169,0,44,0,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae",NA,NA
"Zotu13038",869,6,8928,27728,6.62e-24,0.4,18,2.207301622,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1306",958,1,0,0,0,0,110,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",NA
"Zotu1307",766,2,0,0,1.01e-108,1,66,-0.866025404,0,"Latescibacteria","metagenome",NA,NA,NA,NA
"Zotu1309",993,3,24,24,5.01e-159,0.333,28,1.04257207,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","A21b","uncultured delta proteobacterium",NA
"Zotu1311",896,4,28203.87115,255051,2.4e-19,0.167,15,1.060660172,0,"Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"Zotu13117",345,1,0,0,4.79e-97,0,3,-1.479467313,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1312",1394,2,0,0,5.82e-21,1,15,-0.441941738,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured",NA
