"Name","ID","node.degree","node.betw","node.stress","node.evcent","Clustering.Coefficient","No.module","Zi","Pi","Phylum","Class","Order","Family","Genus","Species"
"Zotu11744",234,7,1470.619697,8961,4.73e-17,0.047619048,0,2.218079299,0.244897959,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1175",358,2,6,6,4.47e-84,0,12,0,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured bacterium",NA
"Zotu118",646,2,3,3,5.75e-131,0,29,0.816496581,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Planctomycetales bacterium Ellin7224",NA
"Zotu1185",94,1,0,0,4.38e-208,0,187,0,0,"Armatimonadetes","Chthonomonadetes","Chthonomonadales",NA,NA,NA
"Zotu11888",906,1,0,0,4.38e-208,0,134,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured",NA
"Zotu1189",616,2,120,120,1.87e-46,0,3,-0.338061702,0,"Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","uncultured planctomycete"
"Zotu1193",595,1,0,0,4.38e-208,0,250,0,0,"Acidobacteria","Subgroup 17",NA,NA,NA,NA
"Zotu1199",838,2,0,0,4.81e-77,1,17,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"Zotu12",16,5,261,1325,2.66e-20,0.1,1,2.023857703,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer",NA
"Zotu1200",848,1,0,0,1.28e-159,0,99,0,0,"Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767","uncultured Bacteroidetes bacterium",NA
"Zotu1201",319,1,0,0,4.38e-208,0,208,0,0,"Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured Epsilonproteobacteria bacterium",NA,NA
"Zotu1208",620,2,0,0,7.49e-111,1,84,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu121",627,3,1.5,3,4.98e-67,0.666666667,52,0.603022689,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1211",122,1,0,0,1.28e-159,0,85,0,0,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA
"Zotu1218",429,1,0,0,3.75e-111,0,51,-0.5,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix","uncultured Chloroflexus sp."
"Zotu1220",654,1,0,0,4.38e-208,0,196,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
"Zotu1222",339,1,0,0,1.28e-159,0,115,0,0,"Chloroflexi","TK10",NA,NA,NA,NA
"Zotu1224",390,1,0,0,4.38e-208,0,169,0,0,"Chloroflexi","Anaerolineae","SBR1031","uncultured Gemmatimonadetes bacterium",NA,NA
"Zotu1226",233,4,116.5,551,2.57e-17,0.5,0,0.872278376,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu123",978,1,0,0,1.01e-140,0,35,-1,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"Zotu1232",406,1,0,0,4.38e-208,0,150,0,0,"Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9",NA,NA
"Zotu1234",481,2,0,0,7.49e-111,1,65,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Gemmatimonas sp. WX54"
"Zotu1235",644,1,0,0,4.38e-208,0,201,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured eubacterium WD283",NA
"Zotu1242",359,1,0,0,1.28e-159,0,91,0,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured bacterium",NA
"Zotu12433",202,5,31,59,7.22e-18,0.1,7,1.460998893,0,"Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus","bacterium S1(2012)"
"Zotu1249",426,1,0,0,1.82e-67,0,58,-1.206045378,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexi bacterium"
"Zotu1251",974,1,0,0,1.9e-14,0,2,-1.226012068,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"Zotu1257",544,1,0,0,4.38e-208,0,255,0,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"Zotu1259",95,2,1,1,2.56e-159,0,124,0,0,"Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","uncultured bacterium SBR1039",NA
"Zotu126",559,1,0,0,1.28e-159,0,120,0,0,"Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured soil bacterium"
"Zotu1264",896,1,0,0,1.08e-14,0,2,-1.226012068,0,"Acidobacteria","Subgroup 5",NA,NA,NA,NA
"Zotu1269",21,2,7.5,21,2.53e-13,0,2,-0.501550391,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",NA
"Zotu127",947,3,40,104,2.26e-58,0.333333333,4,0.583459966,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","JGI 0001001-H03","uncultured bacterium 164"
"Zotu12744",802,1,0,0,4.38e-208,0,154,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu1276",421,2,5,5,1.41e-84,0,16,0,0,"Chloroflexi","KD4-96",NA,NA,NA,NA
"Zotu1278",761,1,0,0,4.38e-208,0,175,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
"Zotu128",67,3,0,0,2.07e-27,1,48,-0.267261242,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ID0634"
"Zotu1283",398,2,0,0,7.49e-111,1,83,0,0,"Elusimicrobia","Lineage IIb","uncultured soil bacterium",NA,NA,NA
"Zotu1287",253,1,0,0,4.38e-208,0,131,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","bacterium BAB-2943"
"Zotu1290",651,3,17.5,50,1.87e-58,0.666666667,4,0.583459966,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1294",44,3,17,17,2.57e-88,0,8,0.991240707,0,"Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"Zotu1297",957,3,16,32,9.1e-13,0.333333333,9,-0.056077215,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"Zotu1298",70,1,0,0,4.38e-208,0,252,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. Z2-YC6855"
"Zotu13",71,1,0,0,1.01e-140,0,35,-1,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
"Zotu130",75,1,0,0,1.01e-140,0,43,-1,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1301",102,1,0,0,1.85e-84,0,12,-1.154700538,0,"Armatimonadetes","Fimbriimonadia","Fimbriimonadales",NA,NA,NA
"Zotu13038",686,3,42,42,1.5e-48,0.333333333,3,0.676123404,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1306",747,2,1,1,2.56e-159,0,91,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",NA
"Zotu1309",765,2,1,1,2.56e-159,0,108,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","A21b","uncultured delta proteobacterium",NA
"Zotu1311",704,1,0,0,7.79e-59,0,5,-1.13137085,0,"Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"Zotu1316",663,1,0,0,4.38e-208,0,193,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","planctomycete WWH14",NA
"Zotu1317",989,1,0,0,4.38e-208,0,271,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","44889","metagenome",NA,NA
"Zotu1319",144,2,0,0,1.24e-58,1,5,-0.282842712,0,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"Zotu1329",28,2,11,15,1.9e-18,0,7,-0.503792722,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured","alpha proteobacterium LS7-MT"
"Zotu1332",322,1,0,0,4.38e-208,0,202,0,0,"Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
"Zotu13381",279,2,0,0,7.49e-111,1,79,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1339",4,1,0,0,1.28e-159,0,123,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",NA
"Zotu13475",210,1,0,0,4.38e-208,0,217,0,0,"Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus",NA
"Zotu1350",147,1,0,0,1.01e-140,0,42,-1,0,"Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured Firmicutes bacterium",NA
"Zotu13546",175,1,0,0,4.38e-208,0,266,0,0,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"Zotu1359",518,3,4,4,1.81e-96,0.333333333,23,1.58113883,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"Zotu136",13,1,0,0,5.14e-19,0,7,-1.15872326,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"Zotu1363",119,3,1.5,3,4.98e-67,0.666666667,58,0.603022689,0,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter",NA
"Zotu13661",277,1,0,0,5.82e-85,0,16,-1.08012345,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu137",43,1,0,0,4.38e-208,0,186,0,0,"Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia","Azospirillum sp. T2-YC6788"
"Zotu1375",45,1,0,0,4.38e-208,0,178,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3","uncultured Phyllobacteriaceae bacterium",NA
"Zotu1378",809,2,90,90,1.29e-45,0,3,-0.338061702,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Flavisolibacter sp. LCS15"
"Zotu138",417,1,0,0,4.38e-208,0,180,0,0,"Chloroflexi","KD4-96",NA,NA,NA,NA
"Zotu13830",191,5,154.5,481,5.38e-18,0.4,0,1.545178837,0,"Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus",NA
"Zotu1384",600,1,0,0,3.83e-122,0,32,-0.75,0,"Acidobacteria","Holophagae","Subgroup 7","uncultured Desulfovirga sp.",NA,NA
"Zotu1386",536,1,0,0,4.38e-208,0,260,0,0,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","Ambiguous_taxa"
"Zotu1388",699,1,0,0,4.38e-208,0,184,0,0,"Planctomycetes","OM190","unidentified bacterium wb1_D18",NA,NA,NA
"Zotu1390",446,1,0,0,4.38e-208,0,137,0,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Anaeromyxobacter","uncultured proteobacterium"
"Zotu1393",929,2,0,0,6.32e-84,1,12,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured",NA,NA
"Zotu1395",82,2,0,0,7.49e-111,1,72,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
"Zotu1397",875,3,4,6,8.5e-52,0.333333333,49,0.301511345,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Paludibaculum","uncultured bacterium SJA-149"
"Zotu1399",618,1,0,0,1.28e-159,0,114,0,0,"Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587",NA
"Zotu14",224,6,907.3262987,5750,4.52e-17,0.066666667,0,2.218079299,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu14040",167,3,4,9,5.12e-39,0.666666667,19,0.248759298,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1408",858,3,1,2,8.76e-72,0.666666667,54,0.75,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"Zotu141",332,1,0,0,2.58e-13,0,9,-1.289775954,0,"Cyanobacteria","Oxyphotobacteria","Nostocales",NA,NA,NA
"Zotu1415",9,1,0,0,4.38e-208,0,240,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes",NA
"Zotu1420",503,1,0,0,2.93e-72,0,55,-1.75,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"Zotu1421",418,1,0,0,4.38e-208,0,272,0,0,"Chloroflexi","KD4-96","uncultured Anaerolineaceae bacterium",NA,NA,NA
"Zotu1424",602,1,0,0,2.86e-47,0,3,-1.352246808,0,"Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10",NA
"Zotu1427",379,2,0,0,7.49e-111,1,74,0,0,"Chloroflexi","Anaerolineae","SBR1031",NA,NA,NA
"Zotu1437",635,2,0,0,6.63e-72,1,54,-0.5,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1442",750,1,0,0,4.38e-208,0,253,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1","uncultured proteobacterium"
"Zotu14443",248,2,2,2,1.63e-140,0,46,1,0,"Firmicutes","Bacilli","Bacillales",NA,NA,NA
"Zotu14468",221,2,6,7,1.57e-92,0,11,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu14478",166,3,673.1660173,2567,1.72e-17,0,0,0.199377915,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1450",995,3,80,370,1.41e-17,0.333333333,0,0.199377915,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",NA
"Zotu1452",591,1,0,0,4.38e-208,0,229,0,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu1453",493,1,0,0,4.38e-208,0,211,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Acidobacteria bacterium 13_2_20CM_56_17"
"Zotu14642",949,2,1,1,2.56e-159,0,96,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","JGI 0001001-H03","uncultured bacterium 164"
"Zotu1468",571,1,0,0,1.28e-159,0,119,0,0,"Acidobacteria","Subgroup 6","uncultured bacterium 259",NA,NA,NA
"Zotu14699",247,1,0,0,4.38e-208,0,186,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1470",354,3,18,20,5.84e-58,0.333333333,5,0.565685425,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured bacterium",NA
"Zotu1475",435,1,0,0,1.28e-159,0,90,0,0,NA,NA,NA,NA,NA,NA
"Zotu1479",110,2,828,4494,1.49e-18,0,1,-0.632455532,0,"Actinobacteria","Acidimicrobiia","IMCC26256","uncultured organism",NA,NA
"Zotu1485",669,2,1,2,1.13e-101,0,50,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1489",1005,1,0,0,4.38e-208,0,126,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
