"Name","ID","node.degree","node.betw","node.stress","node.evcent","Clustering.Coefficient","No.module","Zi","Pi","Phylum","Class","Order","Family","Genus","Species"
"Zotu10866",1220,5,0,0,1.51e-87,1,66,0,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter",NA
"Zotu1087",2641,1,0,0,7.49e-193,0,219,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Granulicella sp."
"Zotu1088",2801,1,0,0,9.45e-222,0,377,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"Zotu10880",1528,3,0.75,3,2.95e-59,0,23,-0.454200855,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae",NA,NA
"Zotu10882",2459,4,0.25,1,5.87e-110,0.833333333,86,0.447213595,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Tahibacter",NA
"Zotu1090",1166,2,0.1,1,2.5e-54,0,3,-0.843371227,0,"Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"Zotu1092",57,1,0,0,1.53e-43,0,5,-1.199703813,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured",NA
"Zotu10921",2087,8,0,0,3.34e-23,1,7,0.427311921,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"Zotu1093",1054,5,0,0,1.51e-87,1,66,0,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA,NA
"Zotu1094",2004,4,2,6,6.37e-101,0,28,0.583654032,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","mle1-7","uncultured Burkholderiales bacterium"
"Zotu10942",821,1,0,0,5.67e-51,0,30,-0.922426252,0,"Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","uncultured","uncultured Peptococcaceae bacterium"
"Zotu10953",1433,2,18,22,1.37e-139,0,19,-0.088045091,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","bacterium Ellin5102"
"Zotu10956",1849,9,4.333333333,26,6.05e-60,0.555555556,64,1.386750491,0,"Planctomycetes","Planctomycetacia","Planctomycetales","Rubinisphaeraceae","SH-PL14","Planctomyces sp. SCGC AG-212-M04"
"Zotu10970",2231,4,232,1080,1.95e-11,0.5,1,-0.820132161,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"Zotu10976",1697,11,0.375,3,3.47e-25,0.945454545,39,0.577350269,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu10979",1188,1,0,0,9.45e-222,0,352,0,0,"Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"Zotu10995",662,4,5,21,4.04e-105,0.833,18,0.700140042,0,"Patescibacteria","Berkelbacteria","metagenome",NA,NA,NA
"Zotu11016",1243,4,14.62857143,234,3.08e-60,0.5,22,-0.067711293,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","uncultured",NA
"Zotu11018",2465,3,926.6666667,278927,6.64e-47,0,30,-0.315899401,0,"Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella",NA
"Zotu11021",702,5,10.41666667,70,1.32e-92,0,33,0.789823243,0,NA,NA,NA,NA,NA,NA
"Zotu11041",1406,8,0.142857143,1,1.67e-50,0.964,45,0.534522484,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Verrucomicrobia bacterium LX191",NA
"Zotu11049",704,5,11,22,6.6e-117,0.1,110,1.432078021,0,NA,NA,NA,NA,NA,NA
"Zotu1105",173,1,0,0,9.45e-222,0,351,0,0,"Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"Zotu1106",2781,3,1,3,2.42e-116,0,84,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"Zotu11064",2393,7,101.5,651,1.74e-41,0.285714286,5,0.666502119,0,"Bacteroidetes","Bacteroidia","Sphingobacteriales",NA,NA,NA
"Zotu1107",1937,2,15,42,4.31e-106,0,18,-0.630126038,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Comamonas",NA
"Zotu11080",234,5,28.5,592,4.16e-13,0.9,1,-0.608376726,0,"Actinobacteria","Acidimicrobiia",NA,NA,NA,NA
"Zotu11083",1382,2,0,0,5.93e-164,1,169,0,0,"Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae",NA,NA
"Zotu1109",209,3,2,2,4.5e-157,0.333,192,1.414213562,0,"Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Armatimonadetes bacterium 55-13",NA
"Zotu11091",810,5,4683.142857,1548456,1.78e-51,0,3,0.337348491,0,"Firmicutes","Clostridia","Clostridiales","Gracilibacteraceae","Lutispora","permafrost metagenome"
"Zotu11099",732,2,0.25,1,9.08e-123,0,137,-0.685994341,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Fonticella","uncultured Clostridiales bacterium"
"Zotu11105",544,5,212.4761905,131902,6.28e-33,0,0,0.761940946,0,NA,NA,NA,NA,NA,NA
"Zotu1111",2538,2,0,0,2.21e-143,1,145,-1,0,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Cavicella",NA
"Zotu1112",866,2,88,132,8.9e-139,0,19,-0.088045091,0,"Chloroflexi","Dehalococcoidia","S085",NA,NA,NA
"Zotu11129",2560,8,178.5,883,1.08e-63,0.178571429,57,1.146791538,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)",NA,NA
"Zotu1113",617,4,8.6,30,5.34e-74,0,63,-0.654653671,0,"Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured Epsilonproteobacteria bacterium",NA,NA
"Zotu11153",1956,5,0.75,3,2.75e-33,0.7,50,-0.424399898,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Comamonas",NA
"Zotu11156",255,6,0.142857143,1,1.94e-73,0.933,56,0.769580094,0,"Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Angustibacter",NA
"Zotu11157",1106,6,11,20,1.34e-123,0,101,1.982481414,0,"Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Oligoflexus","uncultured delta proteobacterium"
"Zotu1116",22,15,7.4,294,0.264154552,0.914,34,1.012892572,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"Zotu11176",1617,6,0,0,5.08e-13,1,1,-0.396621291,0,"Acidobacteria","Subgroup 6","uncultured Holophagae bacterium",NA,NA,NA
"Zotu1118",262,3,0,0,3.83e-130,1,136,0,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"Zotu11189",2458,2,0.125,1,1.24e-47,0,2,-0.758792766,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",NA
"Zotu11227",2342,1,0,0,9.45e-222,0,363,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured Sphingobacteriia bacterium"
"Zotu1123",2148,4,0.333333333,1,7.36e-114,0.833333333,107,0.816496581,0,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured","Bacteroidetes bacterium N2"
"Zotu11242",1777,1,0,0,9.45e-222,0,278,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu11243",675,6,0,0,5.08e-13,1,1,-0.396621291,0,"Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae",NA,NA
"Zotu11279",694,1,0,0,9.45e-222,0,352,0,0,"Cyanobacteria","Sericytochromatia","uncultured soil bacterium",NA,NA,NA
"Zotu1128",684,3,0,0,7.13e-32,1,4,-0.583094276,0,"Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria Incertae Sedis","Unknown Family","Leptolyngbya ANT.L52.2","uncultured Leptolyngbya sp."
"Zotu11287",222,10,0,0,9.45e-30,1,38,0,0,"Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichaceae","IMCC26207","metagenome"
"Zotu11295",1045,2,1,1,7.49e-193,0,206,0,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexaceae bacterium"
"Zotu11312",157,2,0,0,5.93e-164,1,195,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu11317",765,4,75.5,375,6.53e-59,0,23,-0.077863004,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 12",NA
"Zotu1134",558,1,0,0,1.32e-49,0,2,-1.101863963,0,"Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharum hybrid cultivar",NA,NA
"Zotu11346",1943,3,0,0,6.06e-114,1,105,-1.224744871,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"Zotu11348",1101,1,0,0,9.45e-222,0,403,0,0,"Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","Bacteriovorax sp. EPC3"
"Zotu11354",1444,14,2.333333333,28,2.08e-10,0.692307692,1,1.297422189,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","bacterium enrichment culture clone heteroA59_4W",NA
"Zotu11367",1587,2,0,0,7.94e-141,1,143,-0.5,0,"Acidobacteria","Subgroup 6","unidentified",NA,NA,NA
"Zotu11395",600,11,45.53333333,460,6.22e-60,0.4,22,2.223187442,0,"Patescibacteria","Saccharimonadia","Saccharimonadales","soil bacterium WF55",NA,NA
"Zotu1140",1167,2,0.5,1,9.42e-150,0,27,0,0,"Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"Zotu11407",2086,4,1623.666667,1455723,3.21e-33,0.166666667,0,0.259886834,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"Zotu1141",382,1,0,0,9.45e-222,0,266,0,0,"Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae",NA,NA
"Zotu11420",1393,3,20.83333333,45066,1.32e-56,0.333,134,-0.617444016,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured Pedosphaera sp.",NA
