"ID","Name","node.degree","node.betw","node.stress","node.evcent","Clustering.Coefficient","No.module","Zi","Pi","Phylum","Class","Order","Family","Genus","Species"
33,"Zotu1077",3,0,0,1.41e-74,1,58,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
34,"Zotu1078",1,0,0,0,0,239,0,0,NA,NA,NA,NA,NA,NA
35,"Zotu1079",2,1,1,5.99e-305,0,160,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
36,"Zotu108",1,0,0,0,0,220,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
37,"Zotu109",1,0,0,0,0,245,0,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
38,"Zotu1090",1,0,0,2.98e-225,0,53,-0.75,0,"Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
39,"Zotu1091",1,0,0,1.23e-211,0,24,-1.020620726,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
40,"Zotu1092",1,0,0,0,0,209,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured",NA
41,"Zotu1096",3,3,6,3.49e-97,0.666666667,57,0.615457455,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured Pedosphaera sp.",NA
42,"Zotu1097",1,0,0,0,0,292,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","uncultured delta proteobacterium",NA
43,"Zotu1099",3,22.5,45,2.3e-93,0.666666667,3,0.674199862,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix",NA
44,"Zotu11",2,0,0,1.76e-200,1,108,0,0,"Firmicutes","Bacilli",NA,NA,NA,NA
45,"Zotu1102",2,0,0,1.76e-200,1,103,0,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexaceae bacterium"
46,"Zotu1105",1,0,0,2.12e-175,0,114,-1.414213562,0,"Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
47,"Zotu1108",1,0,0,0,0,365,0,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
48,"Zotu1112",1,0,0,2.15e-189,0,36,-0.603022689,0,"Chloroflexi","Dehalococcoidia","S085",NA,NA,NA
49,"Zotu1113",1,0,0,0,0,259,0,0,"Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured Epsilonproteobacteria bacterium",NA,NA
50,"Zotu1115",1,0,0,1.48e-94,0,3,-1.483239697,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","bacteriap25","uncultured Myxococcales bacterium",NA
51,"Zotu11242",2,30,30,4.81e-114,0,8,-0.208514414,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
52,"Zotu1128",1,0,0,2.12e-175,0,105,-1.414213562,0,"Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria Incertae Sedis","Unknown Family","Leptolyngbya ANT.L52.2","uncultured Leptolyngbya sp."
53,"Zotu1133",1,0,0,0,0,338,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter","uncultured Haliscomenobacter sp."
54,"Zotu1138",1,0,0,0,0,328,0,0,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
55,"Zotu114",2,0,0,1.06e-123,1,77,-1,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
56,"Zotu1143",2,0,0,2.39e-15,1,1,-0.447213595,0,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
57,"Zotu1146",1,0,0,0,0,288,0,0,"Chloroflexi","KD4-96",NA,NA,NA,NA
58,"Zotu11480",1,0,0,0,0,366,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
59,"Zotu1149",1,0,0,4.05e-139,0,9,-1.095445115,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix",NA
60,"Zotu115",1,0,0,8.6e-138,0,13,-1.507556723,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured soil bacterium",NA
61,"Zotu1150",1,0,0,3.16e-66,0,55,-1.837117307,0,"Chloroflexi","Anaerolineae","SBR1031","uncultured Gemmatimonadetes bacterium",NA,NA
62,"Zotu11516",1,0,0,1.97e-266,0,62,-1,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
63,"Zotu1153",2,1,1,5.99e-305,0,151,0,0,"Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
64,"Zotu1160",1,0,0,2.05e-16,0,1,-1.118033989,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured eubacterium WD283",NA
65,"Zotu1161",2,16,37,8.21e-46,0,6,-0.464990555,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","mle1-7","uncultured Burkholderiales bacterium"
66,"Zotu1167",1,0,0,2.99e-305,0,182,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","uncultured Caulobacterales bacterium"
67,"Zotu1168",3,2,2,4.61e-175,0.333333333,95,1.414213562,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505"
68,"Zotu1170",3,1.5,3,1.47e-103,0.666666667,80,0.603022689,0,"Chloroflexi",NA,NA,NA,NA,NA
69,"Zotu1171",1,0,0,0,0,194,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
70,"Zotu1176",1,0,0,2.99e-305,0,124,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1","uncultured Nitrosomonadales bacterium"
71,"Zotu1178",1,0,0,5.38e-104,0,80,-1.206045378,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexaceae bacterium"
72,"Zotu1179",1,0,0,2.98e-225,0,49,-0.75,0,"Actinobacteria","Acidimicrobiia",NA,NA,NA,NA
73,"Zotu1180",3,22.5,45,2.3e-93,0.666666667,3,0.674199862,0,NA,NA,NA,NA,NA,NA
74,"Zotu1182",1,0,0,2.32e-169,0,35,-1.58113883,0,"Acidobacteria","Subgroup 5",NA,NA,NA,NA
75,"Zotu1183",2,10,11,4.87e-139,0,9,0,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella","uncultured soil bacterium"
76,"Zotu1190",2,3,3,5.14e-169,0,35,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
77,"Zotu1197",1,0,0,0,0,376,0,0,"Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae","uncultured","uncultured proteobacterium"
78,"Zotu11972",3,1,2,4.51e-114,0.666666667,83,0.75,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
79,"Zotu1198",2,3,3,4.38e-245,0,43,0.816496581,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA
80,"Zotu1199",5,154,259,1.69e-111,0,0,2.690111243,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
81,"Zotu1200",1,0,0,0,0,353,0,0,"Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767","uncultured Bacteroidetes bacterium",NA
82,"Zotu1201",2,28,28,1.01e-114,0,8,-0.208514414,0,"Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured Epsilonproteobacteria bacterium",NA,NA
83,"Zotu1202",2,0,0,8.76e-105,1,31,-0.181071492,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured proteobacterium"
84,"Zotu1205",2,33,46,2.72e-112,0,0,-0.05223517,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
85,"Zotu121",1,0,0,5.38e-104,0,80,-1.206045378,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
86,"Zotu1211",2,1,1,5.99e-305,0,157,0,0,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA
87,"Zotu1215",2,0,0,1.76e-200,1,103,0,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
88,"Zotu122",4,41,129,8.37e-14,0.166666667,2,1.067489992,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
89,"Zotu1220",2,0,0,1.76e-200,1,107,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
90,"Zotu1224",2,114,240,3.02e-111,0,0,-0.05223517,0,"Chloroflexi","Anaerolineae","SBR1031","uncultured Gemmatimonadetes bacterium",NA,NA
91,"Zotu1226",1,0,0,1.21e-97,0,57,-1.107823419,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
92,"Zotu1227",1,0,0,0,0,209,0,0,"Chloroflexi","Anaerolineae","SBR1031","uncultured Gemmatimonadetes bacterium",NA,NA
93,"Zotu123",2,1,1,5.99e-305,0,134,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
94,"Zotu1230",2,3,3,4.38e-245,0,44,0.816496581,0,NA,NA,NA,NA,NA,NA
95,"Zotu12318",1,0,0,0,0,370,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
96,"Zotu1232",1,0,0,5.47e-164,0,18,-1.322875656,0,"Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9",NA,NA
97,"Zotu1233",1,0,0,0,0,349,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
98,"Zotu1238",2,6,6,3.41e-157,0,17,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
99,"Zotu124",2,1,1,5.99e-305,0,165,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
100,"Zotu12430",1,0,0,9.38e-183,0,11,-0.981980506,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured Blastocatella sp."
101,"Zotu1247",1,0,0,2.99e-305,0,184,0,0,"Chloroflexi","Ktedonobacteria","C0119","uncultured candidate division SAM bacterium",NA,NA
102,"Zotu1249",1,0,0,2.99e-305,0,123,0,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexi bacterium"
103,"Zotu125",1,0,0,0,0,253,0,0,"Cyanobacteria","Oxyphotobacteria","Nostocales",NA,NA,NA
104,"Zotu1250",1,0,0,0,0,309,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
105,"Zotu1252",3,7,7,4.94e-160,0,27,1.224744871,0,"Acidobacteria","Blastocatellia (Subgroup 4)","44889","uncultivated soil bacterium clone S111",NA,NA
106,"Zotu1256",6,152.7333333,332,5.47e-15,0.066666667,1,2.236067977,0,"Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
107,"Zotu1258",2,1,1,5.99e-305,0,183,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
108,"Zotu1271",1,0,0,0,0,273,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","bacterium Ellin5220"
109,"Zotu12719",1,0,0,3.09e-13,0,2,-1.563110346,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
110,"Zotu1273",1,0,0,0,0,275,0,0,"Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","uncultured Conexibacteraceae bacterium"
111,"Zotu12744",4,29,35,1.07e-138,0,9,2.19089023,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
112,"Zotu1276",2,90,155,2.26e-16,0,1,-0.447213595,0,"Chloroflexi","KD4-96",NA,NA,NA,NA
113,"Zotu12772",1,0,0,0,0,270,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured","uncultured Acidobacteriales bacterium"
114,"Zotu128",1,0,0,1.46e-46,0,6,-1.511219304,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ID0634"
115,"Zotu1281",1,0,0,0,0,218,0,0,"Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10",NA
116,"Zotu1284",1,0,0,2.99e-305,0,159,0,0,"Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","bacterium Ellin346"
117,"Zotu1294",1,0,0,1.16e-182,0,11,-0.981980506,0,"Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
118,"Zotu1297",1,0,0,0,0,293,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
119,"Zotu1298",1,0,0,0,0,230,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. Z2-YC6855"
120,"Zotu1299",1,0,0,2.99e-305,0,169,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","Tellurimicrobium","Ambiguous_taxa"
121,"Zotu13",2,0,0,1.76e-200,1,98,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
122,"Zotu130",1,0,0,1.02e-152,0,38,-1.08012345,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
123,"Zotu1300",2,8,8,3.64e-191,0,14,0.267261242,0,"Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus",NA
124,"Zotu1303",1,0,0,2.98e-225,0,52,-0.75,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae",NA,NA
125,"Zotu13038",1,0,0,2.99e-305,0,144,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
126,"Zotu1305",4,2.333333333,7,1.7e-09,0.833333333,7,1.095445115,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured Prosthecobacter sp.",NA
127,"Zotu1317",3,0.5,1,1.36e-123,0.666666667,77,1,0,"Acidobacteria","Blastocatellia (Subgroup 4)","44889","metagenome",NA,NA
128,"Zotu1319",1,0,0,0,0,210,0,0,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
129,"Zotu1322",1,0,0,2.19e-245,0,40,-1.224744871,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3",NA,NA
130,"Zotu1324",1,0,0,2.99e-305,0,188,0,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured bacterium",NA
131,"Zotu1325",1,0,0,2.99e-305,0,163,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured proteobacterium"
132,"Zotu1329",1,0,0,2.99e-305,0,164,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured","alpha proteobacterium LS7-MT"
133,"Zotu133",1,0,0,0,0,279,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",NA
134,"Zotu1332",1,0,0,1.72e-205,0,26,-1.020620726,0,"Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
135,"Zotu13324",1,0,0,0,0,365,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
136,"Zotu1336",2,1,1,5.99e-305,0,140,0,0,"Acidobacteria","Holophagae","Subgroup 7","uncultured Desulfovirga sp.",NA,NA
137,"Zotu134",4,3.333333333,10,0.451902435,0.833333333,4,0.928279122,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Granulicella sp."
138,"Zotu1341",4,18,18,1.38e-113,0.333333333,8,2.293658555,0,"Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",NA
139,"Zotu13412",1,0,0,2.28e-14,0,2,-1.563110346,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured","uncultured Acidobacteriales bacterium"
140,"Zotu1344",3,20,20,5.74e-191,0,14,1.603567451,0,"Bacteroidetes","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA
141,"Zotu135",2,3,3,4.38e-245,0,41,0.816496581,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
142,"Zotu1350",1,0,0,2.61e-64,0,12,-1.257237114,0,"Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured Firmicutes bacterium",NA
143,"Zotu1359",1,0,0,0,0,272,0,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
144,"Zotu136",1,0,0,0,0,233,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
145,"Zotu1361",1,0,0,1.05e-112,0,0,-0.966350641,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
146,"Zotu1366",1,0,0,0,0,192,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067","uncultured Burkholderia sp."
147,"Zotu13675",1,0,0,0,0,205,0,0,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
148,"Zotu1368",2,15,15,1.87e-200,0,15,0.353553391,0,"Chloroflexi","Anaerolineae","uncultured Bellilinea sp.",NA,NA,NA
149,"Zotu1370",4,17,69,2.09e-21,0.5,5,0.919007497,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
150,"Zotu1375",2,2,2,3.18e-266,0,69,1,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3","uncultured Phyllobacteriaceae bacterium",NA
151,"Zotu1376",2,0,0,0.004715197,1,4,-0.515710623,0,"Acidobacteria","Subgroup 6","uncultured Holophagae bacterium",NA,NA,NA
152,"Zotu1378",1,0,0,1.68e-211,0,32,-0.894427191,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Flavisolibacter sp. LCS15"
153,"Zotu1379",4,9,9,7.12e-189,0,36,2.110579412,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
154,"Zotu138",3,151,216,6.41e-112,0,0,0.861880301,0,"Chloroflexi","KD4-96",NA,NA,NA,NA
155,"Zotu1383",1,0,0,0,0,229,0,0,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured",NA
156,"Zotu1384",1,0,0,0,0,347,0,0,"Acidobacteria","Holophagae","Subgroup 7","uncultured Desulfovirga sp.",NA,NA
157,"Zotu1388",1,0,0,0,0,224,0,0,"Planctomycetes","OM190","unidentified bacterium wb1_D18",NA,NA,NA
158,"Zotu139",1,0,0,2.99e-305,0,169,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae",NA,NA
159,"Zotu1391",3,9,9,1.23e-163,0,18,1.322875656,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505"
160,"Zotu1393",1,0,0,2.99e-305,0,156,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured",NA,NA
161,"Zotu1395",1,0,0,2.99e-305,0,178,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
162,"Zotu1407",2,0,0,1.76e-200,1,115,0,0,"Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02",NA
163,"Zotu14090",1,0,0,0,0,216,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
164,"Zotu141",2,9,9,1.68e-163,0,18,0,0,"Cyanobacteria","Oxyphotobacteria","Nostocales",NA,NA,NA
165,"Zotu1410",4,39.5,119,3.24e-44,0.5,6,1.627466942,0,"Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10",NA
166,"Zotu1412",1,0,0,0,0,299,0,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1",NA,NA
167,"Zotu1415",2,0,0,3.94e-175,1,94,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes",NA
168,"Zotu1417",2,3,3,4.22e-225,0,52,0.5,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter","uncultured Haliscomenobacter sp."
169,"Zotu1418",3,42,68,2.61e-17,0.333333333,1,0.223606798,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
170,"Zotu1419",3,178,308,3.62e-111,0,0,0.861880301,0,"Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","actinobacterium WWH12"
171,"Zotu1420",3,0.5,1,1.36e-123,0.666666667,78,1,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
