"ID","Name","node.degree","node.betw","node.stress","node.evcent","Clustering.Coefficient","No.module","Zi","Pi","Phylum","Class","Order","Family","Genus","Species"
29,"Zotu1050",2,0,0,3.16e-95,1,25,0,0,"Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula","uncultured Firmicutes bacterium"
30,"Zotu1051",1,0,0,3.82e-197,0,331,0,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
31,"Zotu10515",1,0,0,9.8e-120,0,62,-0.75,0,"Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA,NA
32,"Zotu1052",1,0,0,1.81e-136,0,88,-1,0,"Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia","Azospirillum sp. T2-YC6788"
33,"Zotu1053",2,171,207,4.95e-43,0,3,-0.366166919,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","uncultured prokaryote"
34,"Zotu1055",3,21.33333333,33,3.04e-68,0,50,0.649519053,0,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured","Caulobacter sp. THG-DN8.6"
35,"Zotu10557",1,0,0,3.82e-197,0,320,0,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","bacteriap25","unidentified",NA
36,"Zotu10558",1,0,0,2.6e-54,0,13,-1.127442575,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured Sphingobacteriia bacterium"
37,"Zotu1056",2,0,0,6.14e-71,1,38,-0.242535625,0,"Actinobacteria","Actinobacteria",NA,NA,NA,NA
38,"Zotu1057",5,1,4,0.404899639,0.8,75,0.650443636,0,"Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Nostoc PCC-7107","Nostoc spongiaeforme NDUPC007"
39,"Zotu1059",3,85.5,165,6.25e-70,0,4,0.803219329,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
40,"Zotu106",2,56,94,2.36e-69,0,2,-0.208012574,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales",NA,NA,NA
41,"Zotu1060",1,0,0,9.6e-24,0,7,-1.177177389,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia",NA
42,"Zotu1062",1,0,0,1.71e-153,0,177,0,0,"Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Punica granatum (pomegranate)"
43,"Zotu1064",1,0,0,1.81e-136,0,92,-1,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","Vulgatibacteraceae","Vulgatibacter",NA
44,"Zotu1065",1,0,0,3.82e-197,0,438,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
45,"Zotu1066",2,3,3,1.16e-127,0,70,0.816496581,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
46,"Zotu1067",1,0,0,1.77e-64,0,10,-1.127442575,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","bacterium Ellin517",NA
47,"Zotu1068",3,8.5,13,2.68e-83,0,39,0.948683298,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
48,"Zotu107",2,7,7,8.11e-110,0,29,0.353553391,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
49,"Zotu1072",1,0,0,1.71e-153,0,167,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
50,"Zotu1076",1,0,0,3.82e-197,0,404,0,0,"Chloroflexi","KD4-96",NA,NA,NA,NA
51,"Zotu1077",1,0,0,1.03e-83,0,39,-0.948683298,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
52,"Zotu1078",1,0,0,3.82e-197,0,488,0,0,NA,NA,NA,NA,NA,NA
53,"Zotu1079",1,0,0,9.8e-120,0,65,-0.75,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
54,"Zotu108",2,4,4,1.05e-87,0,48,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
55,"Zotu1082",1,0,0,1.81e-136,0,87,-1,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","uncultured Acidobacteria bacterium",NA
56,"Zotu1083",3,5,5,2.37e-119,0,66,1.75,0,"Acidobacteria","Subgroup 6","uncultured beta proteobacterium",NA,NA,NA
57,"Zotu1086",1,0,0,3.82e-197,0,360,0,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",NA
58,"Zotu1087",1,0,0,3.82e-197,0,248,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Granulicella sp."
59,"Zotu1088",1,0,0,3.82e-197,0,255,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
60,"Zotu109",2,15,15,2.44e-95,0,25,0,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
61,"Zotu1090",1,0,0,3.82e-197,0,315,0,0,"Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
62,"Zotu1091",2,9,10,2.86e-89,0,23,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
63,"Zotu1094",1,0,0,1.71e-153,0,206,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","mle1-7","uncultured Burkholderiales bacterium"
64,"Zotu1096",1,0,0,3.82e-197,0,241,0,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured Pedosphaera sp.",NA
65,"Zotu1097",1,0,0,3.82e-197,0,273,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","uncultured delta proteobacterium",NA
66,"Zotu1098",3,2,5,2.15e-53,0.666666667,18,0.363803438,0,"Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured anaerobic ammonium-oxidizing bacterium",NA
67,"Zotu1099",1,0,0,1.71e-153,0,188,0,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix",NA
68,"Zotu110",1,0,0,1.71e-153,0,168,0,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
69,"Zotu1102",2,0,0,2.13e-58,1,100,-0.816496581,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexaceae bacterium"
70,"Zotu1103",2,12,12,7.95e-106,0,33,0.282842712,0,"Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",NA
71,"Zotu1104",2,7,8,1.49e-83,0,39,0,0,"Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae",NA,NA
72,"Zotu1108",3,260,332,1.94e-43,0,3,0.518736468,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
73,"Zotu1109",2,3,6,6.69e-94,0,46,0,0,"Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Armatimonadetes bacterium 55-13",NA
74,"Zotu111",3,12,18,2.7e-55,0.333333333,21,0.301511345,0,"Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria Incertae Sedis","Unknown Family","EcFYyy-200",NA
75,"Zotu1112",2,140,140,4.63e-89,0,6,0,0,"Chloroflexi","Dehalococcoidia","S085",NA,NA,NA
76,"Zotu1114",1,0,0,5.82e-128,0,118,-0.577350269,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
77,"Zotu11158",1,0,0,3.82e-197,0,262,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
78,"Zotu1117",1,0,0,3.6e-70,0,37,-1.248075442,0,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae",NA,NA
79,"Zotu112",1,0,0,3.82e-197,0,229,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
80,"Zotu1121",1,0,0,3.82e-197,0,431,0,0,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
81,"Zotu11227",1,0,0,3.82e-197,0,429,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured Sphingobacteriia bacterium"
82,"Zotu11239",3,100,210,1.95e-69,0.333333333,4,0.803219329,0,"Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","Sporocytophaga","uncultured Cytophaga sp."
83,"Zotu1128",1,0,0,3.82e-197,0,234,0,0,"Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria Incertae Sedis","Unknown Family","Leptolyngbya ANT.L52.2","uncultured Leptolyngbya sp."
84,"Zotu113",5,288.2333333,2101,3.92e-10,0.2,1,0.856460364,0,"Acidobacteria","Blastocatellia (Subgroup 4)","44889","uncultivated soil bacterium clone S111",NA,NA
85,"Zotu1131",3,6,10,3.23e-41,0.333333333,74,0.169030851,0,"Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus",NA
86,"Zotu1132",1,0,0,3.82e-197,0,370,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
87,"Zotu1138",2,0,0,2.78e-42,1,73,-0.538815906,0,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
88,"Zotu1140",1,0,0,3.82e-197,0,312,0,0,"Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
89,"Zotu1143",1,0,0,1.71e-153,0,178,0,0,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
90,"Zotu1144",3,12,12,4.67e-44,0.333333333,12,0.332181919,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3",NA,NA
91,"Zotu1145",1,0,0,3.82e-197,0,433,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured eubacterium WD283",NA
92,"Zotu1146",1,0,0,3.82e-197,0,404,0,0,"Chloroflexi","KD4-96",NA,NA,NA,NA
93,"Zotu1148",5,6.5,13,5.07e-41,0.4,74,1.521277659,0,"Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus","uncultured Alicyclobacillus sp."
94,"Zotu11480",3,12,16,1.62e-73,0.333333333,24,1.133893419,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
95,"Zotu115",2,4,4,3.1e-96,0,41,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured soil bacterium",NA
96,"Zotu1150",2,0,0,1.52e-109,1,148,0,0,"Chloroflexi","Anaerolineae","SBR1031","uncultured Gemmatimonadetes bacterium",NA,NA
97,"Zotu1153",3,1.333333333,2,3.67e-28,0.333333333,0,0.285947808,0,"Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
98,"Zotu1156",2,0,0,1.52e-109,1,142,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
99,"Zotu1157",3,44,44,1.21e-88,0.333333333,6,1.178511302,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonadaceae bacterium LWQ133"
100,"Zotu1158",1,0,0,1.06e-44,0,3,-1.251070305,0,"Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula","uncultured Firmicutes bacterium"
101,"Zotu1159",1,0,0,6.63e-90,0,23,-1.354006401,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
102,"Zotu116",1,0,0,3.82e-197,0,284,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured","uncultivated soil bacterium clone C105"
103,"Zotu1160",1,0,0,3.82e-197,0,460,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured eubacterium WD283",NA
104,"Zotu1164",1,0,0,3.82e-197,0,293,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter","uncultured Haliscomenobacter sp."
105,"Zotu1165",1,0,0,4.07e-114,0,43,-1.020620726,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505"
106,"Zotu1166",3,8,8,9.63e-114,0,52,1.788854382,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","uncultured proteobacterium"
107,"Zotu11673",1,0,0,3.56e-64,0,10,-1.127442575,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
108,"Zotu1170",1,0,0,3.82e-197,0,222,0,0,"Chloroflexi",NA,NA,NA,NA,NA
109,"Zotu1171",1,0,0,1.81e-136,0,84,-1,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
110,"Zotu11744",3,1,2,1.39e-47,0.333333333,31,0.23570226,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
111,"Zotu1176",2,6,6,5.52e-96,0,41,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1","uncultured Nitrosomonadales bacterium"
112,"Zotu1177",1,0,0,9.8e-120,0,64,-0.75,0,"Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
113,"Zotu1178",1,0,0,3.82e-197,0,366,0,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexaceae bacterium"
114,"Zotu118",1,0,0,1.81e-136,0,84,-1,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Planctomycetales bacterium Ellin7224",NA
115,"Zotu1180",2,0,0,6.17e-56,1,21,-0.904534034,0,NA,NA,NA,NA,NA,NA
116,"Zotu1186",3,1.333333333,4,1.57e-47,0.666666667,31,0.23570226,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
117,"Zotu1189",3,0.666666667,2,2.48e-10,0.333333333,1,-0.321172637,0,"Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","uncultured planctomycete"
118,"Zotu11919",1,0,0,3.82e-197,0,340,0,0,"Chlamydiae","Chlamydiae","Chlamydiales","cvE6","Ambiguous_taxa",NA
119,"Zotu1192",2,0,0,3.81e-54,1,18,-0.9701425,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
120,"Zotu1193",2,17,30,5.95e-24,0,7,-0.538138235,0,"Acidobacteria","Subgroup 17",NA,NA,NA,NA
121,"Zotu1195",1,0,0,1.71e-153,0,206,0,0,NA,NA,NA,NA,NA,NA
122,"Zotu1198",1,0,0,1.35e-29,0,19,-1.58113883,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA
123,"Zotu1199",1,0,0,3.82e-197,0,286,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
124,"Zotu1202",2,240,756,2.79e-26,0,0,-0.486111273,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured proteobacterium"
125,"Zotu12028",1,0,0,3.82e-197,0,435,0,0,"Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9","uncultured Thermosporothrix sp.",NA
126,"Zotu1203",1,0,0,3.82e-197,0,437,0,0,"Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
127,"Zotu1205",2,0,0,2.47e-78,1,134,-0.5,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
128,"Zotu1208",1,0,0,3.82e-197,0,466,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
129,"Zotu121",5,44.5,99,1.29e-22,0.4,7,1.378979228,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
130,"Zotu1211",3,16,24,2.36e-70,0.333333333,26,0.848874688,0,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA
131,"Zotu1212",6,77.5,171,1.22e-22,0.2,7,2.018018382,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
132,"Zotu1213",4,99.5,392,6.16e-28,0.166666667,0,1.058006889,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","LD29","bacterium enrichment culture clone heteroC45_4W"
133,"Zotu1215",1,0,0,1.12e-107,0,28,-0.989949494,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
134,"Zotu1218",2,0,0,1.52e-109,1,151,0,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix","uncultured Chloroflexus sp."
135,"Zotu122",2,5,5,3.14e-79,0,47,0,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
136,"Zotu1220",1,0,0,3.82e-197,0,448,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
137,"Zotu1222",1,0,0,3.82e-197,0,269,0,0,"Chloroflexi","TK10",NA,NA,NA,NA
138,"Zotu1224",2,3,3,1.39e-119,0,66,0.5,0,"Chloroflexi","Anaerolineae","SBR1031","uncultured Gemmatimonadetes bacterium",NA,NA
139,"Zotu1226",1,0,0,2.8e-65,0,10,-1.127442575,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
140,"Zotu1232",1,0,0,1.71e-153,0,216,0,0,"Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9",NA,NA
141,"Zotu1233",1,0,0,1.71e-153,0,176,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
142,"Zotu1234",1,0,0,2.32e-94,0,46,-1.322875656,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Gemmatimonas sp. WX54"
143,"Zotu1235",3,269,339,1.71e-69,0,2,0.866719057,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured eubacterium WD283",NA
144,"Zotu1237",4,11,14,2.36e-69,0.166666667,37,1.664100589,0,"Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae",NA,NA
145,"Zotu1238",1,0,0,3.82e-197,0,389,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
146,"Zotu1239",1,0,0,8.13e-75,0,110,-1.75,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505"
147,"Zotu124",3,5,5,2.37e-119,0,64,1.75,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
148,"Zotu1247",1,0,0,3.82e-197,0,417,0,0,"Chloroflexi","Ktedonobacteria","C0119","uncultured candidate division SAM bacterium",NA,NA
149,"Zotu1249",2,104,124,8.63e-70,0,2,-0.208012574,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexi bacterium"
150,"Zotu1251",1,0,0,3.82e-197,0,236,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
151,"Zotu1252",4,189,277,1.01e-43,0.166666667,3,1.403639855,0,"Acidobacteria","Blastocatellia (Subgroup 4)","44889","uncultivated soil bacterium clone S111",NA,NA
152,"Zotu1254",3,75,144,3.74e-44,0.333333333,3,0.518736468,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","uncultured bacterium DA038",NA
153,"Zotu1257",3,2.333333333,5,1.42e-47,0.333333333,31,0.23570226,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
154,"Zotu1258",1,0,0,9.06e-65,0,10,-1.127442575,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
155,"Zotu12584",1,0,0,3.53e-114,0,53,-0.894427191,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
156,"Zotu1259",1,0,0,3.82e-197,0,466,0,0,"Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","uncultured bacterium SBR1039",NA
157,"Zotu126",2,13,25,1.09e-54,0,13,-0.237356332,0,"Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured soil bacterium"
158,"Zotu1264",5,61.5,540,6.12e-11,0.4,1,0.856460364,0,"Acidobacteria","Subgroup 5",NA,NA,NA,NA
159,"Zotu1267",1,0,0,1.71e-153,0,198,0,0,NA,NA,NA,NA,NA,NA
160,"Zotu12673",2,0.5,1,5.3e-54,0,18,-0.9701425,0,"Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured","uncultured thermal soil bacterium"
161,"Zotu1269",2,0,0,2.47e-78,1,114,-1,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",NA
162,"Zotu1271",1,0,0,3.82e-197,0,257,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","bacterium Ellin5220"
163,"Zotu1273",2,12,12,3.52e-110,0,35,0.377964473,0,"Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","uncultured Conexibacteraceae bacterium"
164,"Zotu12744",4,55,80,5.47e-68,0,9,1.866691212,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
165,"Zotu12772",2,11,15,2.11e-68,0,50,-0.288675135,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured","uncultured Acidobacteriales bacterium"
166,"Zotu1278",1,0,0,3.82e-197,0,342,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
167,"Zotu12786",2,0,0,1.93e-44,1,12,-0.24913644,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","CPla-3 termite group","metagenome",NA
