"","com_id","name_type","rtmin","mz","C","H","O","HC_ratio","OC_ratio","com_name","rs_ck_1","rs_ck_2","rs_ck_3","rs_ck_4","rs_ck_5","rs_ck_6","rs_ck_7","rs_ck_8","rs_f_1","rs_f_2","rs_f_3","rs_f_4","rs_f_5","rs_f_6","rs_f_7","rs_f_8","rs_f_cd_1","rs_f_cd_2","rs_f_cd_3","rs_f_cd_4","rs_f_cd_5","rs_f_cd_6","rs_f_cd_7","rs_f_cd_8","rs_cd_1","rs_cd_2","rs_cd_3","rs_cd_4","rs_cd_5","rs_cd_6","rs_cd_7","rs_cd_8","hps_ck_1","hps_ck_2","hps_ck_3","hps_ck_4","hps_ck_5","hps_ck_6","hps_ck_7","hps_ck_8","hps_f_1","hps_f_2","hps_f_3","hps_f_4","hps_f_5","hps_f_6","hps_f_7","hps_f_8","hps_f_cd_1","hps_f_cd_2","hps_f_cd_3","hps_f_cd_4","hps_f_cd_5","hps_f_cd_6","hps_f_cd_7","hps_f_cd_8","hps_cd_1","hps_cd_2","hps_cd_3","hps_cd_4","hps_cd_5","hps_cd_6","hps_cd_7","hps_cd_8"
"11","Com_1014_pos","MS2_name",5.199,344.19324,14,27,6,1.92857142857143,0.428571428571429,"TNK",81162.9336090497,87349.0480572482,135345.70396668,93328.6247075683,130971.668257147,74559.4085852842,80379.038881593,84833.5628064037,157976.897152134,379126.51673522,63255.1568563227,85074.500812072,121346.642434055,238936.2172987,197819.67665505,91650.9763642056,306837.577122402,170775.493853306,316563.739969484,152905.133471196,100289.934445018,104514.424640441,162191.685624687,202380.355169236,75753.9820462505,66133.8264248981,177977.143181129,69394.3992018396,78435.5717976485,71074.9982466339,135170.50253322,135573.015621563,197694.467718429,163971.863831047,185016.875868625,187308.409484124,265912.719733019,417777.738307703,163894.117721921,122816.617286942,80975.7751406375,301287.122695612,514666.177001717,253290.006543729,386119.827805837,588884.085440799,86555.7624110672,412774.361073117,339009.310510612,73227.4008497226,378246.395161176,275960.24706751,369130.596927363,72225115.0022946,2585438.94900791,428992.983663159,34106247.1440778,175401.03878452,186552.229043241,215502.74536349,280143.931385024,196971.981751757,675454.717808145,1388131.71582596
"12","Com_10146_pos","MS2_name",6.658,286.14304,17,19,3,1.11764705882353,0.176470588235294,"Piperine",1523957.79489822,2230440.87585566,1596547.41693169,2871852.04318076,368478.959204506,2115534.69937049,1304932.43308402,1643164.41258459,1610275.39761424,920106.084038733,1354729.15735872,362564.032532817,316452.240643725,1740211.22976497,1935700.22584977,1556611.68242143,1795442.10100442,3408508.27204646,1568525.65756255,828679.643130751,360311.935064078,1072475.73911872,1932770.34540049,1401388.65793785,1790838.70961457,1182252.05074807,310222.391863682,1138511.53604912,1084400.75456067,1751896.65284245,1767815.07103718,2578552.60306109,2700310.19423444,1532154.06603686,1549235.86551298,2171597.79175136,1711775.65247285,1777765.97455819,1961661.59707744,3992665.64618045,3275113.14796638,1541234.4952418,1575539.51841402,9425825.97101027,4369322.94161465,4825111.40009661,1474916.19206191,1556456.09307164,2447192.6848095,1218032.41401074,3620504.59870666,851393.863704558,1637178.62842565,533758.378499786,1273588.51847083,1419192.7890338,570513.61471813,1271931.57423899,1203893.5017711,1440900.6077704,1989629.94689459,2029843.65347648,1245354.99410662,1168963.39278109
"13","Com_10159_pos","MS2_name",6.116,353.13528,19,22,5,1.15789473684211,0.263157894736842,"1,7-bis(3,4-dihydroxyphenyl)heptan-3-one",2782379.61451194,8960284.67571615,3245730.42155369,1045573.89066959,3103670.58107869,1910827.9332324,2366494.53599525,2335357.41758257,3791812.53620105,3140331.69580054,1825720.06743295,1237634.71642892,5097473.6836527,5099771.93025421,2903889.62660462,1657315.96902794,1908564.56395026,1680658.97055097,2081803.51148875,1722016.7633372,9735491.00771661,2881196.70818685,3726775.70237231,8041891.22640915,4034781.08583061,1971901.06556035,6671079.34825134,1904252.40324517,5045036.4856455,2842944.71116807,2769398.9589992,1425985.71429958,1219995.95591883,659847.397655483,1343047.16063629,1056223.4379786,2005426.27984239,1047185.80406111,1571199.7210342,1772370.18443382,1430759.49934816,961670.636939115,1497374.41709852,1173833.96360689,1381156.01031545,1222213.83963302,1115465.45265139,1606537.2262161,1204085.12709439,858738.243442128,722010.218983727,321891.990166663,1044007.06848349,387248.637735711,441893.322529021,812629.838178032,548901.307234571,970062.033966886,973274.009885403,881035.790159255,819559.661706986,1128383.10452783,749854.327986177,522778.292795047
"14","Com_10176_pos","MS2_name",7.499,281.24677,18,32,2,1.77777777777778,0.111111111111111,"octadec-9-ynoic acid",3567323.10455721,4563997.1079559,2618035.21917736,4628721.64961702,3733364.23127516,2086564.33790257,2712618.36750208,3103525.75969855,3964946.23186342,3313453.69653273,4238686.48816738,3341095.67655678,3297365.7610203,4367783.57133553,3603066.37416943,2879345.09490036,4108263.04928453,5158464.75991756,4039397.67718028,3125749.61385743,3027013.8180019,4238020.79629487,5561352.65309574,4393803.1191002,4109935.65496781,3488064.55787015,3869063.4725472,2400427.53686676,4401522.62067211,2308701.42930139,3500449.64009642,1252837.48700634,5557544.57890243,7418535.16169124,5883728.75613737,5504461.5105663,3371776.0229883,5523209.71823485,3570702.17839784,4910392.57749114,4579105.20293585,4328683.56571468,4935392.1248585,6004223.75620596,5395284.82774886,6615102.60057603,7056061.91251957,4124407.01958158,5504648.11767668,4777567.71982538,5516080.28407815,6378920.79799501,4766454.99264628,2950276.81542563,3747245.10943687,6075046.93478415,3781370.71819701,8610595.12213938,3545421.66124093,5470164.83878572,4143605.3492958,5743603.81067103,5212605.57597389,3589131.33679956
"15","Com_1018_pos","MS2_name",6.771,149.09612,10,12,1,1.2,0.1,"Cuminaldehyde",100239143.396299,107756700.928485,109164585.550397,158686591.894669,98522792.374991,89690908.6896672,103479583.524086,112956161.836653,140148783.07649,182462649.72239,65588948.5321516,87578595.3517325,120545997.511441,124571575.833119,129022905.107211,50526286.7195856,53914169.7817073,103430248.202498,187486799.54723,71026173.973842,126159557.642782,94719824.4451323,115654985.041292,151872526.461919,104404356.586192,90349377.2303923,121604507.913056,73865953.0129787,130763140.964306,79214380.0182767,103160187.106019,98073619.4667831,221904919.097475,221020007.042093,206851835.561159,227235332.766188,72621016.3555871,199016676.833449,186702068.497018,163994698.84921,161777016.913318,121960109.641506,227764654.162511,127165601.633842,198227307.050457,136809902.805963,173491157.957503,144103090.882865,175186981.261111,108475357.067574,156675021.888823,89655519.8934075,129492289.36728,9451315.55573825,87923800.7916853,151751208.547819,117185805.037685,233676774.623632,269550498.143986,295717199.657504,158642787.574572,288628101.347005,206376902.881562,96574176.0007258
"16","Com_10184_pos","MS2_name",6.072,258.11194,8,20,6,2.5,0.75,"Glycerophosphocholine",1343550.93030608,1792762.96983191,1232079.61844084,1573732.2405645,1959277.00426031,3742095.41399556,1905460.44836928,1505815.44019712,1915794.85752842,2058460.59266693,2654547.95111901,1931764.00249219,1855766.31018809,1356349.57745267,1658727.39907424,1366157.60337836,2779055.93455961,1871095.14821932,1580423.31076885,1976232.06930155,2030534.3677011,2277255.83941883,1366943.32653053,2323018.51681627,1534132.96126311,1668991.05038974,2058403.3389395,1522305.05783462,1266164.19316798,1496322.00530671,4988950.53713971,4008344.06579431,1249501.8218122,1114500.49866066,1375568.62976282,1559868.96648656,1895510.67868547,1565033.53221747,1647404.75010362,2653858.03982839,2122102.03140924,2467675.32921588,1271278.484821,1188495.56378918,1743339.05744133,1457389.46052539,1339664.5899902,1832668.3908351,1277389.17268194,6281105.29695824,1684318.15455244,1699413.05877818,2050030.42214345,3384888.17410272,2607170.40518999,1743371.84836448,1731639.92816925,1440359.10758982,1324446.50177545,1393733.59755288,1700626.90372014,1522934.15196896,2577055.11022405,5647030.13221741
"17","Com_10198_pos","MS2_name",5.63,566.42767,29,60,7,2.06896551724138,0.241379310344828,"LPC 21:0",878864.873103892,766673.079275965,1267755.39506782,1522148.23292245,1014721.87791307,448154.394449358,873047.77616265,864996.516354499,908003.791035001,1551546.52639043,562056.625705156,935822.361675771,1257896.47035613,626712.563602454,614084.505869153,964428.699055671,1702812.51856276,792863.561132788,1902212.87335256,864910.527955323,3257663.10653089,659998.37715244,1022600.3684713,3582220.00079016,660373.460998035,858982.784728376,1035116.25880764,804605.590763207,810529.883280671,567668.981797165,858546.250085757,527053.229731312,1059924.34279231,16015286.1125307,8765524.36469848,11412433.1061887,2875533.07329439,7815664.56360815,1094151.86416724,1406666.93077131,1530359.22827335,1236035.04443451,1731301.53345824,1225837.51721762,1206309.23567825,5972743.30146333,1152891.10402029,856013.501903854,1740771.36189533,1488427.84045027,3039603.7261978,1422532.62246621,2351973.32961084,1863083.99809946,2494483.49147056,1329294.16153028,569048.081550649,1149779.33689306,808101.126422482,1675900.97539316,1091677.04585167,1059868.74391771,866982.482043703,782254.996491692
"18","Com_102_neg","MS2_name",7.4,311.22336,18,32,4,1.77777777777778,0.222222222222222,"(+/-)9-HpODE",172697838.662,154543417.856,153355244.03,130611981.831,70643522.0094,88633096.4771,123647049.934,143402306.016,103849209.419,202122311.711,156095028.06,103977085.213,101981828.401,139684339.852,119244075.668,198154639.338,133757675.36,133046267.134,203156377.465,141523707.627,93942740.0418,132157630.522,122890611.706,133809582.131,113583374.839,107309571.361,129487064.074,88889239.0545,95143795.6914,119115388.873,134471206.058,133085343.116,62550648.5942,52550737.7793,64632131.4725,47915198.5558,83063391.1789,66416467.3629,53017277.3771,65186099.242,78107031.9268,99979534.5649,63090394.5622,59998226.8561,65504313.4682,69109100.3988,46233738.8859,129196571.54,50230766.1849,69342551.3145,81508284.0048,48453810.282,64803279.3777,560350530.741,99589322.9332,47643923.7123,355126738.445,35835232.3849,53441585.3278,60842167.0634,59915955.2012,22434415.5402,44374216.6648,71702914.7533
"19","Com_10203_pos","MS1_name",9.498,400.34177,23,45,4,1.95652173913043,0.173913043478261,"L-Palmitoylcarnitine",1804404.56862183,5447489.25682492,2727825.51171839,1509457.34266922,1294062.90284256,1147526.91649651,538298.287845981,1079295.0464158,1206253.86790861,419352.210485999,1999048.03971031,2560716.35897906,876479.415213858,320694.762637424,2470488.71261674,1490637.17250426,1241347.66664343,928625.579954378,624209.173091639,1863623.54722716,608275.271874962,1152841.9766758,285457.856020883,654886.332310042,1132671.72738193,1221984.29244483,1597956.96566073,3419484.13940094,731282.856667048,2337535.23194682,1681848.83564418,204261.721449685,259258.274064488,474618.672568265,1220921.22211438,513660.319646487,965685.278468142,333092.630484866,1242226.01866604,650480.660447588,1248648.79709716,1402667.22351875,100192.24818391,1143000.57590942,1033548.14732925,714761.726714675,586767.73765283,1767099.08514533,891785.380797098,353348.186942165,2067029.02562548,1261646.28044936,864068.277154591,3377530.04451149,2291571.7602019,1517413.08999097,840910.996805969,1408980.50996323,1348764.5195775,923931.11162134,1561468.97185105,662854.722772527,999709.756981313,1338841.50092416
"20","Com_10207_pos","MS2_name",5.551,350.13196,17,20,2,1.17647058823529,0.117647058823529,"4-fluoro-N-[4-(4-methylpiperazino)phenyl]benzenesulfonamide",1339394.21929082,1010865.27580647,2056614.88075956,142431.481828595,3452435.97934497,1242123.42707414,1123689.42967867,1126635.71713284,1966208.33642698,1066324.10685395,1366205.0533978,2149492.00669432,2817154.88433126,1344937.45646978,1302223.47082682,316935.202754386,1562170.78553585,622973.156219582,1880724.05677039,860059.926894746,2271189.99138383,1050905.50587752,1214002.15510719,1119005.76874453,979214.926053367,1750510.44922151,2217228.04863097,947128.160627225,1061025.31622709,2329223.68856206,1646396.82562153,2865098.95904304,381915.681410802,157197.036227786,179826.619547994,154624.169710298,1173554.2239991,371900.822808048,381752.038667667,377189.177393037,569749.171514758,318054.37592321,475065.768075988,254935.950045366,348479.630578621,761874.558402883,248163.277035181,977601.642096724,183117.654657509,112977.178118239,118244.925341108,146344.384270547,260727.831773324,3376626.10197931,450255.90413852,147349.667636564,2257389.89590145,162112.772290954,151544.822860097,150671.257706938,117844.272474371,234889.474682604,221678.646635756,94901.2937191709
"21","Com_10262_neg","MS2_name",9.296,411.34918,25,48,4,1.92,0.16,"FAHFA (2:0/23:0)",131324.884989,138093.815027,124901.636198,168573.978098,154825.884704,131354.964421,123088.755708,113382.270123,158022.085036,207629.002858,121809.503508,152799.635928,174025.177789,164625.421695,176187.629131,114289.906712,122952.760328,136376.472795,213834.845385,121028.805334,173240.280823,136481.306922,144786.209334,184730.072764,134050.886148,133377.292578,145245.355686,134389.723793,165539.755725,127627.316399,125879.179833,121446.731462,224614.173836,281941.183612,216787.765339,214628.065295,137987.383389,227820.747486,191573.488814,185044.917794,174372.559319,158619.211701,265064.170073,175567.825111,204964.430907,4580128.12994,217086.532099,178952.26556,204764.561024,152668.107904,197315.905322,182314.148509,218624.684547,113296.812661,140923.927784,203511.909329,144291.202143,295792.717955,229855.197673,287819.070825,189138.159179,283419.082039,234930.517095,158768.54233
"22","Com_10269_pos","MS2_name",6.8,540.43622,31,57,6,1.83870967741935,0.193548387096774,"LDGTS 21:2",995392.701208487,1072498.60318764,978095.060321626,1366675.5625773,1020055.05728836,841368.065025499,982149.632460948,1046605.92872377,1044655.92298878,1068148.31861861,630263.515015253,826992.52067652,1100134.46457939,1212619.50702923,10189499.8475697,800906.834965983,943765.774741001,880531.633539276,1443778.90381526,625486.222646299,1086974.12374154,703698.741858106,1037027.47411457,1180880.65904944,1058266.51354338,772776.466339881,1040145.24560642,679516.770759848,1146406.14354996,730098.606108152,810383.27181225,656145.305153069,1561314.85040099,1550715.37422583,1432538.67990554,1546496.62794132,725875.240929493,1364629.94285627,1527380.84859738,1313935.8780836,1043482.77775038,929486.547410482,1375094.28458203,1001816.11455798,1251100.44399083,1013488.12718609,1291507.08226741,1165535.0371578,1252552.26615557,774670.300195265,992646.50279219,693022.099234546,876009.991070799,371733.323017161,685727.874934189,1055215.24794238,548135.72515194,1509781.93651034,1592430.61261175,1698598.06639597,1071925.20490101,1632776.37033104,1178651.72786964,606211.944152866
"23","Com_1027_neg","MS2_name",8.217,477.0654,21,18,13,0.857142857142857,0.619047619047619,"Miquelianin",560970.092354,568341.730567,542043.435165,589242.254073,1017355.16038,565111.327933,513973.871386,554154.979519,2179323.96868,753352.989793,573413.338292,580361.27234,673804.19469,723594.747634,637995.066997,613906.462407,565665.295778,667803.407728,752694.952405,539401.807323,619874.947292,604359.076682,729840.1127,684679.801641,548018.244923,606366.733056,623665.192798,521246.115198,666959.278339,511140.260463,1223042.74024,51273943.8374,891175.42106,1116074.32033,754607.141901,801108.094524,547546.946423,881132.941985,750124.396469,674844.635538,909046.59433,659725.718031,836001.518668,816692.569057,717934.918087,736696.595058,723926.203842,618127.286218,720855.422771,655152.255028,685262.068439,716595.988031,757966.35266,520587.731372,588399.009127,639179.09,460780.162616,922774.173146,691292.735778,882424.490298,766864.759206,825986.382767,754598.358023,499707.621951
"24","Com_10287_pos","MS2_name",6.132,485.19824,26,30,3,1.15384615384615,0.115384615384615,"NAT13-331713_POS",5121894.42558639,4777470.91922744,3208467.73020399,7025950.95882239,2180945.56219395,2345173.62978364,2816480.70554988,2810976.0919162,4774874.68771332,5881547.08897366,2899673.70941738,2901016.61786024,3237699.04822451,4180673.88818679,4420425.83544908,1874428.09070981,5233847.10231107,3183588.59532308,3862922.77099054,2364238.44282242,9564080.45418069,3180459.51037102,4071528.46238725,3403373.38334952,3463586.49498069,3139009.37565494,5555032.85812007,5380032.71689937,5219731.01011077,3342912.15425188,2666591.62716376,2864270.86289388,2393793.56798476,2041006.8856297,2425190.80600655,4947723.11212759,2353305.59989464,5923639.12028044,2711104.24804634,2439882.32133769,3679829.19737765,2968180.1600344,7407085.41014633,2694931.48938708,4277943.35259965,5121677.20715208,4808481.51591862,5177766.78801342,3225195.30192169,2336643.49163725,1692961.49548169,1486927.09013901,1913778.074738,791696.197507969,2871286.47258363,3476997.39687123,3917878.37482171,1924103.58464451,3739697.55408078,2006526.41009517,2357008.52534729,3682332.36664181,2578568.93775931,2810376.32912522
