"ID","Name","node.degree","node.betw","node.stress","node.evcent","Clustering.Coefficient","No.module","Zi","Pi","Phylum","Class","Order","Family","Genus","Species"
40,"Zotu1105",2,612,1596,1.34e-20,0,3,0,0,"Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
41,"Zotu111",3,2141,6241,3.85e-18,0,3,0,0.444444444,"Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria Incertae Sedis","Unknown Family","EcFYyy-200",NA
42,"Zotu11115",1,0,0,2.68e-165,0,165,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","Terrimonas lutea"
43,"Zotu1119",1,0,0,2.68e-165,0,127,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
44,"Zotu112",2,1,1,3.56e-129,0,95,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
45,"Zotu1138",1,0,0,2.68e-165,0,148,0,0,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
46,"Zotu1139",1,0,0,2.68e-165,0,215,0,0,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
47,"Zotu114",2,1,1,3.56e-129,0,73,0,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
48,"Zotu1141",1,0,0,8.32e-85,0,66,-1.414213562,0,"Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae",NA,NA
49,"Zotu1144",1,0,0,2.68e-165,0,130,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3",NA,NA
50,"Zotu1146",1,0,0,2.78e-115,0,27,-1,0,"Chloroflexi","KD4-96",NA,NA,NA,NA
51,"Zotu11480",2,416,1072,2.05e-22,0,3,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
52,"Zotu11530",2,0,0,4.73e-93,1,50,0,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
53,"Zotu1156",2,0,0,1.54e-84,1,62,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
54,"Zotu1157",1,0,0,2.19e-19,0,3,-1.471960144,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonadaceae bacterium LWQ133"
55,"Zotu1158",1,0,0,0.030908084,0,15,-1.420126676,0,"Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula","uncultured Firmicutes bacterium"
56,"Zotu1159",1,0,0,1.65e-90,0,13,-0.811107106,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
57,"Zotu1163",1,0,0,3.56e-129,0,93,0,0,"Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
58,"Zotu11633",5,207,1514,2.64e-19,0.2,22,1.358732441,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
59,"Zotu1168",1,0,0,2.35e-36,0,2,-1.397001397,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505"
60,"Zotu1172",1,0,0,5.72e-19,0,1,-1.202421511,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
61,"Zotu1173",1,0,0,3.52e-81,0,21,-1.224744871,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
62,"Zotu1174",2,8,12,1.54e-28,0,7,-0.790569415,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",NA
63,"Zotu1175",3,44,578,1.35e-28,0.333333333,4,0.282038037,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured bacterium",NA
64,"Zotu1176",1,0,0,2.68e-165,0,213,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1","uncultured Nitrosomonadales bacterium"
65,"Zotu118",2,1,1,3.56e-129,0,79,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Planctomycetales bacterium Ellin7224",NA
66,"Zotu1180",1,0,0,5.72e-19,0,1,-1.202421511,0,NA,NA,NA,NA,NA,NA
67,"Zotu1181",1,0,0,2.68e-165,0,103,0,0,"Planctomycetes","Planctomycetacia","Planctomycetales","uncultured","agricultural soil bacterium SC-I-11",NA
68,"Zotu1186",2,1,2,3.32e-20,0,22,-0.67936622,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
69,"Zotu1187",4,443.5,2976,3.94e-19,0.5,22,0.67936622,0,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","Roseimicrobium gellanilyticum"
70,"Zotu119",1,0,0,2.68e-165,0,141,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
71,"Zotu1192",1,0,0,5.09e-62,0,10,-1.507556723,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
72,"Zotu11940",1,0,0,3.56e-129,0,87,0,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","uncultured Polyangiaceae bacterium"
73,"Zotu1195",1,0,0,3.56e-129,0,95,0,0,NA,NA,NA,NA,NA,NA
74,"Zotu1197",1,0,0,2.68e-165,0,203,0,0,"Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae","uncultured","uncultured proteobacterium"
75,"Zotu1198",2,0,0,2.2e-62,1,37,-0.39223227,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA
76,"Zotu1199",3,212,1508,1.49e-11,0.333333333,0,-0.099394434,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
77,"Zotu1202",2,1,1,3.56e-129,0,80,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured proteobacterium"
78,"Zotu12057",2,0,0,4.73e-93,1,61,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae",NA,NA
79,"Zotu1209",1,0,0,2.68e-165,0,138,0,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 12","Clostridium sp. TB14"
80,"Zotu1211",2,2,2,4.5e-115,0,31,1,0,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA
81,"Zotu1213",1,0,0,3.56e-129,0,97,0,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","LD29","bacterium enrichment culture clone heteroC45_4W"
82,"Zotu1214",2,1827,5271,9.23e-19,0,3,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured bacterium #0319-7E19"
83,"Zotu1216",1,0,0,2.68e-165,0,102,0,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 10","Clostridium sp. PPf35E10"
84,"Zotu122",1,0,0,2.68e-165,0,223,0,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
85,"Zotu1223",2,1,1,3.56e-129,0,69,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
86,"Zotu123",3,7,21,3.78e-34,0.666666667,5,0.046726931,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
87,"Zotu1233",3,515,2600,8.92e-18,0.333333333,1,0.709120378,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
88,"Zotu124",6,2775.166667,17150,4.44e-11,0.133333333,0,1.22586469,0.277777778,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
89,"Zotu1241",2,1,1,3.56e-129,0,68,0,0,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA
90,"Zotu1243",1,0,0,2.68e-165,0,197,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
91,"Zotu1247",1,0,0,3.56e-129,0,82,0,0,"Chloroflexi","Ktedonobacteria","C0119","uncultured candidate division SAM bacterium",NA,NA
92,"Zotu1251",2,28,75,0.022923656,0,15,-0.859550357,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
93,"Zotu1255",3,192,2224,3.19e-29,0.666666667,4,0.282038037,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","uncultured prokaryote"
94,"Zotu126",1,0,0,2.68e-165,0,122,0,0,"Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured soil bacterium"
95,"Zotu1260",1,0,0,3.56e-129,0,67,0,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured sludge bacterium S14",NA
96,"Zotu127",1,0,0,2.68e-165,0,108,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","JGI 0001001-H03","uncultured bacterium 164"
97,"Zotu1271",1,0,0,3.56e-129,0,99,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","bacterium Ellin5220"
98,"Zotu1275",2,4,4,1.24e-96,0,18,0.447213595,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA
99,"Zotu12772",2,2.166666667,6,0.0559289,0,15,-0.859550357,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured","uncultured Acidobacteriales bacterium"
100,"Zotu1278",2,1,1,3.56e-129,0,90,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
101,"Zotu128",6,517,3524,2.84e-19,0.133333333,22,2.038098661,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ID0634"
102,"Zotu1281",1,0,0,2.78e-115,0,34,-1,0,"Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10",NA
103,"Zotu129",2,6,6,7.8e-104,0,20,0.707106781,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Filimonas",NA
104,"Zotu1291",3,2,2,1.8e-84,0.333333333,64,1.414213562,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured Spartobacteria bacterium"
105,"Zotu1297",1,0,0,2.68e-165,0,125,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
106,"Zotu13",2,2912,15015,7.35e-16,0,1,-0.246650566,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
107,"Zotu130",3,1340,7101,2.77e-18,0,1,-0.246650566,0.444444444,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
108,"Zotu1300",1,0,0,2.68e-165,0,137,0,0,"Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus",NA
109,"Zotu1302",1,0,0,2.68e-165,0,182,0,0,"Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
110,"Zotu13025",1,0,0,2.97e-34,0,2,-1.397001397,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales",NA,NA,NA
111,"Zotu1303",3,4,8,8.58e-61,0.666666667,10,0.904534034,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae",NA,NA
112,"Zotu1307",1,0,0,3.56e-129,0,75,0,0,"Latescibacteria","metagenome",NA,NA,NA,NA
113,"Zotu1314",2,0,0,4.73e-93,1,47,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
114,"Zotu1325",1,0,0,2.68e-165,0,142,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured proteobacterium"
115,"Zotu1327",1,0,0,2.68e-165,0,105,0,0,"Chloroflexi","OLB14","uncultured Chloroflexi bacterium",NA,NA,NA
116,"Zotu133",2,48,48,1.43e-78,0,6,0.150755672,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",NA
117,"Zotu1331",1,0,0,2.68e-165,0,220,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","uncultured organism"
118,"Zotu1334",1,0,0,2.68e-165,0,157,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Acidobacteriales bacterium"
119,"Zotu1338",5,18.91885033,260,0.281603137,0.7,15,0.822178602,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1",NA,NA
120,"Zotu13412",1,0,0,2.68e-165,0,108,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured","uncultured Acidobacteriales bacterium"
121,"Zotu1343",1,0,0,2.68e-165,0,135,0,0,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
122,"Zotu1346",4,29,65,2.02e-33,0.166666667,5,0.841084764,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
123,"Zotu135",3,107,468,2.39e-11,0.333333333,0,-0.099394434,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
124,"Zotu1350",1,0,0,2.68e-165,0,184,0,0,"Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured Firmicutes bacterium",NA
125,"Zotu1359",1,0,0,2.68e-165,0,129,0,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
126,"Zotu136",3,0,0,3.16e-10,1,0,-0.099394434,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
127,"Zotu1369",1,0,0,2.68e-165,0,218,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
128,"Zotu1371",2,707,1855,5.6e-20,0,3,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
129,"Zotu1373",1,0,0,8.32e-85,0,57,-1.414213562,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1",NA,NA
130,"Zotu13786",1,0,0,2.68e-165,0,137,0,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
131,"Zotu138",2,0,0,2.54e-67,1,36,-1,0,"Chloroflexi","KD4-96",NA,NA,NA,NA
132,"Zotu1381",1,0,0,8.32e-85,0,64,-1.414213562,0,"Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","alpha proteobacterium Gsoil 1161"
133,"Zotu1382",1,0,0,2.78e-115,0,35,-1,0,"Acidobacteria","Acidobacteriia","Acidobacteriales",NA,NA,NA
134,"Zotu13821",1,0,0,2.68e-165,0,145,0,0,"Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
135,"Zotu13832",2,296,2880,3.47e-33,0,2,-0.254000254,0,"Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Sporomusa",NA
136,"Zotu1384",1,0,0,4.81e-108,0,40,-0.577350269,0,"Acidobacteria","Holophagae","Subgroup 7","uncultured Desulfovirga sp.",NA,NA
137,"Zotu1385",1,0,0,2.68e-165,0,144,0,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas",NA
138,"Zotu1386",1,0,0,2.68e-165,0,114,0,0,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","Ambiguous_taxa"
139,"Zotu1399",1,0,0,2.68e-165,0,111,0,0,"Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587",NA
140,"Zotu14",4,20,36,1.86e-27,0.166666667,7,0.790569415,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
141,"Zotu1402",1,0,0,2.68e-165,0,173,0,0,"Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA,NA
142,"Zotu1403",2,0,0,3.9e-16,1,23,-0.866025404,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Cupriavidus",NA
143,"Zotu1407",1,0,0,3.56e-129,0,80,0,0,"Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02",NA
144,"Zotu1412",2,1,1,3.56e-129,0,75,0,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1",NA,NA
145,"Zotu1419",1,0,0,5.76e-97,0,19,-0.894427191,0,"Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","actinobacterium WWH12"
146,"Zotu143",3,303,1554,1.85e-17,0.666666667,1,0.709120378,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Acidobacteria bacterium 13_2_20CM_56_17"
147,"Zotu1435",2,192,2465,9.95e-31,0,2,-0.254000254,0,"Acidobacteria","Subgroup 6","uncultured Holophagae bacterium",NA,NA,NA
148,"Zotu1436",5,36.1749616,387,0.250464091,0.5,15,0.822178602,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 8",NA
149,"Zotu1445",4,0,0,1.04e-15,1,23,0.288675135,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
150,"Zotu14455",1,0,0,2.68e-165,0,128,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter","uncultivated soil bacterium clone C002"
151,"Zotu14642",2,0,0,0.025665048,1,15,-0.859550357,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","JGI 0001001-H03","uncultured bacterium 164"
152,"Zotu1477",1,0,0,3.56e-129,0,87,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
153,"Zotu1484",2,2907,15132,3.07e-15,0,1,-0.246650566,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
154,"Zotu1486",2,2,2,4.5e-115,0,26,1,0,"Planctomycetes","vadinHA49","metagenome",NA,NA,NA
155,"Zotu14864",4,11,14,4.46e-59,0.333333333,8,2.064741605,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured Sphingobacteriia bacterium"
156,"Zotu1496",3,2813.333333,15879,1.91e-13,0,1,0.709120378,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
157,"Zotu1499",2,2,2,4.5e-115,0,35,1,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured Haliscomenobacter sp."
158,"Zotu150",3,720.8333333,3395,1.12e-10,0.333333333,0,-0.099394434,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",NA
159,"Zotu1503",2,3,3,3.2e-101,0,24,0.5,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Planctomycetales bacterium Ellin7224",NA
160,"Zotu1509",1,0,0,2.68e-165,0,123,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA
161,"Zotu151",3,2,2,1.8e-84,0.333333333,43,1.414213562,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
162,"Zotu1511",1,0,0,2.68e-165,0,197,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
163,"Zotu152",1,0,0,3.56e-129,0,81,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
164,"Zotu1522",1,0,0,2.68e-165,0,192,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","uncultured organism"
